id,type,series,series_length
163,sin(0.5x),0.0627204232423453 -1.3958196198939 -1.03930770577407 -1.00913006491173 -0.94984069562076 -0.841359371669824 -0.324078302861212 0.0453006740053004 -0.0589997696299897 0.215835215667623 0.718965487718331 1.59039584263218 1.72244964858994 1.00297954926033 1.11838057243726 0.578636313950866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
163,tanh(x),-0.135797450525249 -1.04210380493251 -0.969149206104582 -0.9842348244631 -0.395318068452721 -0.483491849230397 -1.22518898953493 -0.888788582058252 -0.558713919264241 1.03533008628166 1.10264441189107 1.32199096961345 1.56445913202822 1.55929241690139 0.707219670491596 1.60811294212931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
163,sin(2x),-0.0876034841591696 -0.975965151183334 -1.85686454026738 -0.563886489607601 0.976299689106342 -1.27386099739141 0.0512937391156322 0.605791318427968 1.65183525057308 0.996983027134937 -0.0210504901828432 -0.305619094570089 0.0828178145568925 -0.886248815338755 -0.0067318103289209 0.0729356781826261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
164,sin(0.5x),-0.808272412475515 -0.17517215068074 -0.274812609847955 -0.0309450547725099 -0.587970541194097 -0.478855249734945 0.227236690520066 0.534930116200358 0.943987190227943 1.03685963341191 0.793875352362545 0.466216492352871 0.0855763239020979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
164,tanh(x),-1.15718478346477 -0.936224872017822 -1.08193700417101 -0.215237164135447 -1.29260278545385 -1.99062780715044 -0.0103312439277586 -0.79139337393285 0.856998909556654 1.47064820930279 0.732521494648265 0.0321385545470838 0.599241090046068 1.36382465446077 0.67419638112327 1.49472204771671 0.862643694788373 0.602216785482579 1.31214811099419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
164,sin(2x),0.132130752178438 -1.0181580234479 -0.470131848069477 0.578444645136625 0.836786290669452 0.759644951950933 0.141340702326596 -0.135729059318322 -0.555133021660985 -1.18446308236812 -0.363786920999102 0.501252037331639 0.998287586259009 -0.556404537063633 0.081998820229777 -0.818963544179589 -0.856694036098286 -0.966622754868287 0.427892310857396 0.501015056982217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
165,sin(0.5x),-0.638524150964198 -1.27883213436288 -1.27918120367187 -1.77331647329253 -1.37032030798842 -0.447594326792721 -0.996559351704564 0.412193211181483 0.88311233088402 -0.568192625622407 0.753183267676833 -0.00908083350552413 0.533923147713641 0.583729743820702 -0.113314987433518 0.646051067578911 1.10736029075865 1.147722717445 0.536570189555618 1.14571939727417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
165,tanh(x),-2.0004356758198 -0.879095757308489 -1.58976960894183 -0.745265692534513 -0.224149493146354 -1.56893228988811 -0.522975034309759 -1.14890021004798 0.0919086711501219 1.10714859917994 -0.112841447557375 1.01413651388758 1.1241780664873 2.08467939236255 2.13405878861581 0.891384060480671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
165,sin(2x),-0.453212164126442 -0.00299877843364937 -0.586271190548853 0.342681232885791 1.0735928430657 0.641505705682077 0.00933778938017515 -1.24817499382002 -1.41984926699174 0.902486222418782 1.34312609501355 0.819807771666611 1.0759937802431 -0.475651035258723 -0.845277365126022 -1.3020816038427 -0.639306555153987 0.0970986574841618 0.625919995686908 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
166,sin(0.5x),-1.10695810170864 -1.27670038957146 -0.179326233300432 -0.524535831450822 -0.820519937558737 -0.196339782591035 -0.619457164219776 -0.905060941694154 0.639369459233684 0.53985467465492 -0.0220462102560677 0.0173698110078304 0.511348753698498 1.09281163680897 0.803771083206156 0.415615630409317 1.41555373252677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
166,tanh(x),-0.675051419088731 -0.62176918697033 -1.00295647761348 -1.36670032418391 -1.80609064975456 -0.380258844002169 -0.738649251366991 0.0566300478760318 0.734529796887632 0.824307171035066 0.219329556485856 2.15176070053535 0.259322013808511 0.944540830681014 0.808112041437904 1.58044575542881 0.898536357343148 0.660453834567227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
166,sin(2x),-0.364386349331435 -0.80774415272287 0.00268824860819245 1.07752790076767 0.961658080959029 1.10823126087284 -0.448607927943756 -0.549505571795521 -0.880053573492276 0.108319990685052 -0.332761423947337 1.00936806155229 1.3939401101474 1.03226306830832 -0.0622142957303145 -1.82985714634924 -1.01071691445464 0.0292305988462901 0.680201181842945 1.35673766950315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
167,sin(0.5x),-0.815307198705575 -0.64811200577464 -1.04458777226761 -0.392743215863614 -0.963536733184799 -0.840392769279376 -0.609190335715484 -1.01625226435553 0.0359630581745715 0.189553958573786 0.421057691931068 0.730407594958405 1.66723467983283 1.14192547263149 1.68929968755355 0.147738164258188 0.74140442508485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
167,tanh(x),-0.647812555683769 -0.37866887379798 0.112614954181105 -0.713970760544925 -0.803023884807697 -1.74912000208923 -1.23305254836739 -0.773830769723889 0.354204211182783 0.834076971403817 1.04347184068538 0.87842361954243 2.46308906353918 0.628723938171542 0.889702409262267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
167,sin(2x),-0.599121476834309 -1.38112364796559 -0.071849956229058 -0.463437251570811 0.42847818932263 0.698376607350757 1.43403221150406 -0.421739414806808 -0.443305338075665 -0.65968237377485 -1.24892668078969 0.433061453521593 2.14116428353813 0.138882251402599 1.28548048953983 -0.261231299345915 -0.192641437992598 -1.52379662660153 -0.874955473692012 0.216375464536477 1.00463088974808 1.09179660696616 1.69863688778153 0.49723260118338 0.917727324197365 1.29487318805339 0 0 0 0 0 0 0 0 0 0 0 0 0 0,26
168,sin(0.5x),-1.12741397332078 -0.0687474136215531 -0.0744818407593452 -1.18982617898086 -0.696510748046304 -1.60028912218641 -1.16762220536508 -0.0601983162308254 -0.233703104784498 -0.796166633830975 0.241163339947973 -0.71778138693063 0.207147807914569 -0.00134294618078212 0.801008001526669 1.07356463943676 0.136857621453907 0.949475232987273 0.512008398136542 0.877625782028905 0.596314001731327 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
168,tanh(x),-0.236020980423926 -1.7485673619834 -0.884252263855755 -0.655441456930196 -0.454467205531632 -1.21799362114214 -1.6588335869631 -1.70934572422433 -1.57350974727416 -0.496593456463839 -1.17569257668766 -1.50906343113913 0.336664296073258 0.120023066250599 0.275707133333787 0.79445164431566 1.32903983940032 0.220402516566507 0.736634497797925 1.66042947275945 1.64948770590158 1.50949121525587 1.61167890197962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
168,sin(2x),0.60682362524033 0.199968082779211 -0.803899370986291 -1.03882405316798 -1.01023863947607 -0.627171604254667 0.401999360463887 0.849221797250637 0.17346364317665 0.381721696106337 0.206265091864384 -0.644812639394269 -1.24412943536972 1.06060865302659 -0.818656330226004 1.49722186407571 0.138228595388432 -0.329892873203619 -0.897471321891145 -0.565752114605084 -0.148390087518722 0.155799789564848 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
169,sin(0.5x),-1.2455061448869 -0.635386885844294 -0.913282110478714 -1.2407992735156 -1.15760826626946 -0.640934388076501 -0.890547202442992 -1.32230721552675 -0.687898168851517 -0.267655814955439 0.704736960340973 0.0932739031102196 0.78162911087728 1.11838608240383 0.485366027500168 0.973933596309513 0.322391522325357 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
169,tanh(x),-1.47929685647139 -0.593840935208449 -0.502617778085335 -0.867172087811496 -0.876917998880951 -1.04280738532833 -0.760913712602642 -0.405923443473737 0.160400100820665 0.667081316897719 0.569674400061655 0.167301618708869 -0.375057208541156 0.763499872254092 1.32586880388662 0.53359265157059 1.16047644795867 1.47939427818752 0.0335294795436716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
169,sin(2x),-0.932354696958861 -0.18345646474575 -0.59904689839944 -0.536809026208277 -1.06768913285672 -0.029618529549105 0.194594771233411 0.587304001686075 -0.189892797723161 -1.59734884412563 0.360956581694763 1.07220171868322 0.986874151602949 0.0583696443332976 -0.548089251082427 -0.610063453137375 -0.492492377914991 0.402471643990099 0.593304134664221 0.310030878820524 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
170,sin(0.5x),0.01202753113497 -0.143154895922571 -0.854769252053835 -1.04195804269415 -0.761828118082132 -0.634165770941267 -0.394348035815621 -0.89768384505714 -0.574015205110738 0.0472582404128768 -1.35633424083804 -0.316184951846884 0.681501343005778 1.81874177782178 0.381964560210336 0.807824139279079 0.114437267376579 1.23033363183101 1.0681853268508 0.734574763459496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
170,tanh(x),-1.64860686613547 -0.918213757240488 -1.00815548543124 -1.59894439506601 -0.504614690854782 -1.5637569957452 -1.69322083085746 -1.04547822495532 -1.02519065022263 -1.02722763516806 -0.968061427860265 0.307602034227075 -0.490155389360497 0.870436249198717 0.506743065928376 1.302706109753 1.09953658482562 0.410450930042787 0.027989499870453 -0.223076419244317 1.43423184450072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
170,sin(2x),-1.46737206153051 -1.23481831535552 -0.225336703477216 -0.857106739116586 1.06673359190823 0.566916177313195 1.31086655751341 0.342216925381881 -0.349030478425828 -1.29925496093834 -0.601553378742978 0.604766636867163 1.32504078326549 -0.635534459890525 -1.34990612319282 0.0294371384181358 -0.415030669067401 1.0483591431953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
171,sin(0.5x),-1.33633824098019 -0.989186465510185 -1.14810570047908 -0.666387425830526 -0.709863536289582 -0.491628191876851 -0.0760029704108013 0.0133225620399327 0.812832772416601 0.5933655331203 0.125731910727559 0.908849791137078 1.2326111886146 -0.390962556477839 0.631713296003892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
171,tanh(x),-1.09548294893078 -0.715610018660826 -0.788775135176927 -0.856316041795393 -1.12455359891282 -1.94154410574708 -0.400094220610331 -0.940085200986631 -0.263138109917471 0.415262009668091 1.01147036492912 1.60427917326812 0.962475771875711 0.679959109569 0.974237434643148 1.05588128620693 1.55334449204526 0.329834044478005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
171,sin(2x),1.7121350564907 -0.0666114094660067 -0.85684999933475 0.17493346598043 0.210919827846473 0.228046770017908 -0.0126823270340835 -0.417289794059266 -0.466834227555762 -0.479074227251835 0.28735146355635 0.963119091871187 -0.233332002367014 -0.288666035853626 -1.22004089320043 -0.277294973164019 -0.289367463517679 0.400225580098599 0.864811362332237 0.964745201651842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
172,sin(0.5x),-0.887148393209547 -0.655813149274061 -0.621207525110086 -1.01411720923662 -0.944295578170727 -0.454586323964239 -1.07854708899339 -1.08032410288988 0.0912962878363431 -0.352336194466568 0.31705924150564 -0.113611282363789 0.916374563042433 0.451385432691825 1.71673710018348 0.0600768089096512 1.86702362156996 -0.0147412642754156 1.07998051571308 0.457565783648994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
172,tanh(x),-1.18193300167178 -1.21332294182711 -0.0545135787093004 -1.31493743589953 -1.48363122920893 -0.875263233605296 -0.551080308069972 -0.368163487248703 -1.35071689318506 -0.78145147409351 -0.184884667217434 -0.783223558303019 -0.440066172149625 0.689092201554171 -0.29834187956436 1.63855420492152 0.408884805339015 0.141614322738707 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
172,sin(2x),-1.95208006105729 0.054793813460874 -0.733472700782176 -0.654663467933883 -0.488524482793519 -1.62729120290824 -0.695173074186655 0.709236964242472 0.612537396338776 -0.0380055419824276 -0.159571910773432 -0.610114539218758 -1.15701708306884 0.126069045025232 -0.400038062949336 -0.025190951391673 -0.153815251639182 1.53673521768956 0.197911888182111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
173,sin(0.5x),0.148700821971592 0.701860895336806 -0.857077041396668 -1.10826095913104 -0.285525303835956 -1.10092660129217 -0.232341183783097 0.163391617895601 -0.43811728476292 -0.647806399437899 0.332993533659072 -0.275136164717343 1.07164933678344 -0.157032485487231 1.29928785016387 0.00200173421539496 0.232748587618101 1.19062998312345 1.88349925420357 0.58256454932137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
173,tanh(x),-1.3355220719987 -1.24595584528203 -0.30787172105733 -0.695248414405459 -1.32263142375193 -0.0140785498742392 -0.72898023968628 -0.329237073447537 0.705344790993978 0.454818924125216 0.36773538549363 -0.0456098112272182 1.21462095488942 1.12652502169685 0.176680485318767 1.14487393062046 1.19236490387308 0.885413367065114 0.945392811399582 0.703318120782107 1.60461670953802 1.89659308478793 0.752667568561679 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
173,sin(2x),-0.0687151871142569 -1.45270337916596 -1.9295877712266 -0.889353159987542 -0.713823750968306 0.0351295242424818 0.40441074754567 -0.221267139796775 -0.548404718018022 -0.74349916948966 -0.251218875103605 -0.94905749936734 1.23000187165577 0.421207023491996 0.792935220261417 0.49444159662515 -0.814020729913043 -1.20546841878959 -1.02603241958211 -0.814284768703728 0.118906769597925 1.07719463296773 1.03830388851265 0.449705320793126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
174,sin(0.5x),-1.0556528864648 -0.688186470361224 -1.46313821275179 -1.18682411491922 -0.965680084517988 -0.833261298802481 -1.15959311803972 -0.675130042843831 -1.38272060023949 -0.95718458235771 -0.501576144886273 -0.226700361358714 0.125439482838375 -0.429553074155092 1.03193655176026 0.401948871254212 1.33803345182881 0.518647446358289 0.599198608899533 1.08659744210739 0.203558992969147 0.936921929954046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
174,tanh(x),-1.28460872772048 -1.01994625697219 -1.15845419952209 -1.43491933132502 -0.359049768909239 -1.31570771127614 -1.34991580809976 -0.662057121114266 -1.61368287439428 -1.51133103426108 -1.21209168209944 -0.558011183776349 0.70881822480953 0.143483623951162 1.61232892644905 0.891640519902261 0.901671339168548 1.15797052207126 0.464134967865539 0.948117948478742 2.00830656235898 1.66001624333785 1.23508314952818 1.46369033037924 1.11242582019692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
174,sin(2x),-0.336653142639046 -1.50107300635729 -0.674549155358869 -0.28414399077432 -0.559887352127893 0.754395371228329 1.10329953730493 1.15026012969534 -0.126709384145545 -0.286340513334002 0.452620975816066 0.988751631087903 -0.405507436273958 -2.39572996881361 -1.45862554803944 -1.31995312454698 1.20988469205495 0.759171421190815 0.896271079877844 1.02650384096593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
175,sin(0.5x),-1.19628659713457 -1.07924597989791 -0.413120294339135 -0.438324886133896 -1.03515766899014 -0.272283849718803 -0.0684004502455702 0.264477239113175 0.136440551392893 0.60332390265652 1.62281909080235 0.878216300289522 1.34736621583761 0.75705710376091 1.19039829912305 0.535892104068989 1.07191527239338 0.369963370220036 0.901664534922409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
175,tanh(x),-0.564569952403853 -0.88410876863575 -1.53905292509585 -1.43040312088091 -1.1241527582762 -0.990859216284212 -0.355934318337221 -1.14925066171109 -0.794705338114809 -0.880396934439683 -0.404210617270666 -0.41825519958853 0.828975542621509 0.407862618699877 1.59457711953084 0.840236816992923 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
175,sin(2x),-0.00418482374369378 1.56192420462992 1.17327646868171 1.5219070279728 0.500163853434403 -0.836632911210317 -0.274460239567887 0.752457940369926 0.441935195403096 -0.780398620961649 -1.54790948792441 0.643056257904176 0.617108322051434 0.137381725632267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
176,sin(0.5x),-0.186306420086733 -0.693128654711764 -1.06403660687061 -0.381385273490558 -0.5217117847693 0.168351904254428 -0.17712746832663 -0.437035210120434 -0.279883759172118 0.588832331462342 1.78215019169021 0.661492185847797 0.766688882137076 0.825819474993238 1.93275839434256 1.69281406993089 0.265785885837733 0.27537478696582 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
176,tanh(x),-1.29431698673094 -1.04641564931623 -0.195321328717386 -0.600810700496688 -0.524481648288189 -0.678580810366235 -0.200595963979205 -0.95308994621563 -0.572725485579614 1.36313986895329 1.19923232832728 1.26895430618242 0.481449425503086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
176,sin(2x),0.37833453453156 -0.950800588768994 -0.89930785102294 -0.652123630121771 -0.266088934806375 0.088638705109483 0.037219125303423 1.14322436292754 0.287585380729648 -0.568436425804535 -0.0532724329335184 0.741065958001319 0.818179140988488 0.837007694125722 -0.000871200784159476 -0.728073687395622 -1.64337078490954 -0.540278505945995 -0.615153974453283 -0.754305861889687 1.79760141016825 0.684354447033183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
177,sin(0.5x),-0.630847936220259 -0.698327733099592 -0.952510533257074 -1.28108485238054 -1.18940882965912 0.228470475512724 -0.634557925534381 -0.0706887968578462 -0.0575244007804168 0.825139702803582 0.506526033589291 1.87562005264502 1.17823069849382 0.867066430535502 1.02163862651763 0.820753169602774 1.10227294718931 0.808142837358997 -0.17482950873388 0.409229536604136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
177,tanh(x),-1.27754506942072 -0.61734021635382 -0.672193028993166 -0.264649440978785 -0.911090522618772 -1.15169435447873 -1.36139725742937 -0.89551961344463 0.0812935108200825 -0.84825638629349 0.0324950870713712 1.07612025547898 0.693059092495269 1.70188815611972 1.15661780125156 1.00835443838963 0.809521550037247 0.789440159699184 1.72832031052584 0.594997060399311 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
177,sin(2x),0.597907666872861 -1.26714508941758 -0.791962591230721 0.256383921250188 1.23763541747304 0.508711644969075 -0.161836662644726 -1.13477860735784 0.376607267753467 2.41825796967258 1.13098676768562 0.470037800824738 0.153328476032432 -1.37159540928088 -1.62678360701115 -0.0618289488923749 0.00881854374361651 0.660236440352239 0.781980974568294 0.390861709878623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
178,sin(0.5x),-0.792312992223566 -1.73605541683783 0.155092521159701 -0.725274109383909 -1.33609046970963 -1.32783032309652 -1.9971782560376 -0.929323107485946 0.0426733629339934 0.186721980014094 0.195389273879198 0.81174062924041 1.13191858354759 0.441929005214262 0.871881926487396 0.716863934009191 0.544759488484495 0.968196947657795 0.440628413462944 2.13855483023973 0.763048313349253 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
178,tanh(x),-0.805878803552234 -0.0301173754058361 -0.962932748043926 -1.22053075058043 -0.738174002734222 -1.14494081425808 -0.811183829975023 -0.0502113784772182 -0.00879524926172104 -0.518227275409076 -0.0507960335100945 1.29718298212701 1.03421793858815 1.45123587977294 1.38042069530511 0.933237477463989 1.29636918665987 0.976510439612938 0.539141668095515 0.729701514123637 1.7320828420889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
178,sin(2x),0.0140173186215374 -0.838285884409977 -0.630867406008908 -1.55430284835259 -0.131255091245119 1.52412614477812 1.4147384206633 1.83658066441658 -1.07795200453095 -0.549487814867928 0.633039467787704 -0.0493219608763628 0.69775914671335 1.19614366944419 1.04193353847861 -0.87099481652263 -0.349068325321548 -1.82703309459305 -0.329605679938506 -0.086859241553022 1.27309011853075 1.14413853639999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
179,sin(0.5x),-1.3405767823506 -1.71473694230788 -1.13525068440165 -0.221465442502058 -1.29130374813729 -1.29659280134428 -0.562141657763837 0.047906305925212 0.251904607018835 0.553629014170418 0.230081783576492 1.22978779726447 0.349718984320857 0.0393290366022484 0.899062430859466 0.251975063064979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
179,tanh(x),-1.59643357128725 -1.28311461229239 -0.176271237535779 -1.01923852560043 -0.457326854443814 -0.456922235735367 0.886565462601621 0.763459382962473 1.20834591992301 0.398593323196689 1.4866863440513 0.655885149828813 1.03329902658308 1.92664837363744 0.786827826487466 0.984968976539969 1.66216035602603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
179,sin(2x),0.0557877649817143 -1.29881497138724 -0.346265052256726 -0.639774781194651 0.286860441662255 1.48784796425022 0.909198381419128 0.551782834522024 0.0131078233881122 -0.984672956173548 0.231963755772292 1.39832026127833 0.694010519956444 0.763617903349041 0.129760927967546 -0.920534089203651 0.0972367922454569 0.249562951870142 0.985557733335497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
180,sin(0.5x),-0.26957698810844 -0.189681974894201 -1.06759725232477 -0.646323770545423 -0.529682538110034 -0.950624850989593 -0.12189171643191 -1.24464175014145 0.443668650914319 0.401596555366359 0.626192360308187 1.03917144103707 1.1695623102478 0.279476139977467 0.216110601662017 0.890770700777018 1.25597816300059 1.59035290711062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
180,tanh(x),-1.07849075184934 -1.31351287140762 -1.03525715510398 -0.816325899260857 -0.754014898381724 -0.151152608118181 0.53055040706774 0.499949637825721 0.129748979981524 1.41935111193473 1.17710845836506 0.650951216150494 1.31018921186863 1.11371442493834 1.11073981914641 1.74740449301525 1.05954459955012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
180,sin(2x),0.243392630899476 -0.289378427405103 -0.449740059118654 0.739254760390659 -0.125157333774721 -0.0105153509858292 0.252756456926986 0.942310763754737 0.0913551382405748 1.01263729605551 -0.380941223207982 -1.15761879653479 -1.14894186163925 -0.0222364480031572 0.507027351662048 -0.313933387477524 1.78265085172155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
181,sin(0.5x),-0.683654132492142 -0.968721074701886 0.976402987892068 -1.44532186759293 -0.931433053607363 -0.742933385488431 -1.39115982429047 -0.800691182533008 -1.17162712658671 -1.23086128898886 -0.0817630989523893 0.278966693019731 0.464325397615088 -0.0508020961244727 -0.0365942362877208 0.308759286297246 0.789382999790161 0.164632990179115 0.251096776035756 1.30279220065327 0.922285277254431 0.634259739055905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
181,tanh(x),-1.70555582773781 -0.480023860651147 -2.08865139795755 -1.71906554190638 -0.734183555809842 -1.08451359566611 -0.680348304243739 -0.167614438460822 0.0948535603080602 -0.410088228536544 0.342309439527074 1.2510151218641 1.30023944100598 1.16484967495714 1.69566351711955 0.718307739297385 1.03804615250651 1.39843918580639 0.143330469906082 1.06827741717646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
181,sin(2x),-0.431464108649503 -0.974252514264586 -0.606228371477307 0.331857210121282 0.905287424972405 0.284739636966346 2.00105326953369 0.417428256374481 -0.330091715511849 -0.604283284639446 -0.93372188239186 0.164260740171432 -0.294838121761936 1.78328029193893 1.64095891519796 1.9626446337611 1.47481106915035 0.224714116123978 -1.0156416175292 -1.05412552389088 0.143913288241886 0.609847424825048 1.18894499366554 0.172917559722867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
182,sin(0.5x),-0.653274983773204 -0.851579681983883 -1.78997730118375 -1.41133031339475 -1.44789577874461 -0.881082506570883 -1.31856414097337 -0.909132254875544 0.137811253185751 0.422349018740715 0.677273825466884 0.271896680926273 0.29222051171708 0.757941583278207 1.4119487519503 0.409472736316477 2.09565004852855 1.56841597797141 1.89675314289979 1.35101848672495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
182,tanh(x),-0.905032320868764 -0.462608435059952 -1.78569887709861 -0.562053836615844 -0.394098575320724 -1.02499747032377 -0.610679259484576 -1.66139432551228 -0.546310349071883 0.121060508662265 -0.0618062583727396 1.57875314167817 0.598932392757151 0.891125085780165 1.39693287017818 0.487875271579331 0.98946159139849 1.12534264373001 0.961047477258249 1.19834815207282 0.587109990061597 0.825584905549764 1.72295047564665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
182,sin(2x),-1.48279986326708 -0.419052042740532 0.522572610619783 0.859239773732223 -0.651805873970104 -0.735488617494064 -0.362819805474645 0.416603048035564 0.129347148290249 -0.705885032776983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10
183,sin(0.5x),0.305886000736631 -1.25626293938921 -1.48156457820136 -1.43837897373795 -1.16689614028684 -0.603694184653518 -1.15327992053673 -0.637710681738493 -1.89490438591628 0.0329492110879817 -0.797793614661353 0.0561346631475307 1.03614294237503 0.982814237617339 -0.462548975676937 1.13868694839951 1.07495503541327 0.229939285620872 0.512403404971017 1.23247801352082 1.3619343122369 0.807544980420847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
183,tanh(x),-0.831911977413859 -0.28825838550881 -1.12571892274263 -1.09292404156634 -1.16511264765466 -1.30725609437208 -0.355096774118249 -1.59991119700545 -1.58872850216453 -1.8341560238702 -0.226742303540629 -1.68993027241081 0.772354873315569 0.821901573221779 0.651343948256571 1.17574962613983 -0.0213148778161213 0.585012752167676 1.59823179821996 0.438521913457639 -0.126602532125733 0.759679192268436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
183,sin(2x),-0.482622179442495 -0.579201689641151 -0.404200295991698 -0.0354842666725581 0.787016690940636 0.509322022115508 0.28036608472251 -1.35581636433271 -0.311562797279904 0.454139917094134 2.20341932751718 1.28372067705645 0.132862608430257 -0.685902047538077 -0.501383856298157 -1.29629143167737 -0.111354482943184 1.7687582256622 -0.293377939373718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
184,sin(0.5x),-0.512658043630946 -0.627335820231397 -0.525735585096404 -0.84369404263604 -1.42896532433962 -1.06702770191427 -0.593408008619386 -0.877494024593469 0.181523969420015 -1.24238312769942 0.579519528140629 -0.0941806332949527 -0.362919039017674 0.083980028928281 0.587903735633404 1.83150924982665 1.05938301111554 1.3776016122868 1.45651918600917 0.744364348533449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
