id,type,series,series_length
176,sin(0.5x),-0.507710175710841 -0.842708827346612 -0.657562147520063 -1.01058410754502 -0.423631472466311 -0.0777576142744991 1.14202542385527 -0.180762690448118 1.03669931812893 1.84199111109339 0.885382784312772 1.1640957243708 0.408385784289772 0.560206541885817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
176,tanh(x),-0.808350915237135 -1.11995929309785 -1.00162923868524 -1.11344071965599 -0.590393337192882 -1.30254894627647 -0.795665743029683 -0.754424170142023 -1.1499264914312 -1.19131605106836 -0.416550247156839 -0.788930404176941 -0.391543072914866 -0.387923769523787 0.75065511497287 0.776430958927599 0.972552213908121 0.370116376701208 0.77798439735176 1.08033494845622 1.90420394577712 0.497661278632464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
177,sin(0.5x),-1.18357400680228 -0.562100848716587 -1.15672764814734 -0.875206943723412 -1.15794862569151 -0.9614115305187 -0.211098771797276 -1.00782906029326 0.642528564126606 0.440089574903783 0.330199598870498 0.908477898032048 1.35787517011962 0.811945451474376 0.865534115078368 0.490571290757946 0.619900219584913 0.763721612536933 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
177,tanh(x),-1.09184895633522 -1.13836303687654 -1.30736029842063 -1.38674865665138 -0.905671145912967 -0.71757376151863 -0.56308681208397 -0.613442493262274 -0.11763546694881 0.0515240989162782 0.885409916297466 0.95811512596459 1.24620666568465 0.934002038590975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
178,sin(0.5x),-0.527908034941837 -0.40562413353963 -0.181105854190841 -0.819350196180306 -0.78642397876605 -1.2263580926287 -0.603605856254936 -0.777255985221211 -0.686395326936279 -0.112482371205392 -0.547283350994719 0.0995256753540754 0.290360952494521 0.804435464308906 0.961541000381316 0.973044562051042 0.833378427365552 1.24222827034487 0.800434743005121 1.30105103733667 1.2249513375172 0.762399290854907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
178,tanh(x),-1.13522716203989 -0.649364295528051 -0.631514454930285 -0.799138569064262 -0.993521527194451 -0.966891102996062 -1.28060056042687 -0.839917291791317 -0.767126347865113 -0.49832128746912 0.301041475219264 0.601473505063213 0.309365996535493 0.48352702002061 0.754799587081738 1.20748437729443 0.849965802784736 0.592485792535778 1.1509448126452 0.732406234185829 0.623435135767631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
179,sin(0.5x),-0.60081253029503 -0.818788759890616 -1.49552585420164 -0.906827646615037 -1.27440172537073 -1.32734776924026 -0.499719174606609 -1.06215936478657 -0.78065781978183 -0.932624982773649 -0.23450184290849 0.21139698078423 0.218077733923909 -0.175749580020011 -0.164136073261332 0.123706884945648 1.1822699783412 0.843164389305587 1.0193540580375 0.628671790344156 1.67804799724165 0.887681935683659 0.829256367866162 0.873280438529533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
179,tanh(x),-0.865986298665384 -1.24446302044463 -1.32160082374766 -0.661588238279063 -1.17622932762695 -0.779034334449953 -0.437495631268004 0.144594434362736 0.194808950702488 0.580626937149768 1.04359898214982 1.18881023239874 0.798862454810067 1.35770922566219 0.544252229797578 1.09735023535479 1.02389347752774 0.98931430050626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
180,sin(0.5x),-0.731976681702472 -0.730972357692794 -1.21241062353281 -1.06629757073243 -0.960584680409009 -0.593013016729598 -0.66001037881447 -1.32028707983826 -0.604889646804557 -0.734924597958531 -0.385690925316882 -0.685524513576403 -0.0160704500044025 -0.287515612067898 0.253014964490064 0.18582527818358 -0.0708960001159713 0.875606936527247 0.765836611221531 0.843323991951382 0.972727144870063 1.35638731280917 1.06033424334269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
180,tanh(x),-1.53035017560623 -1.26019832282351 -0.960517835323821 -1.28424100872824 -1.00836594624015 -0.459613835852577 -0.567639550599565 0.179627187426218 0.390628953579175 0.507720655248469 0.609428827132806 0.777238064098288 1.46260386384466 1.15933162704767 1.52241785073111 1.02310991152139 1.23332393005599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
181,sin(0.5x),-0.222699686282047 -0.981053148277502 -0.524106186961391 -0.940950264004481 -0.892852866919702 -0.933281857630297 -0.899227653706566 -0.793980390940745 -0.543180977762789 -0.674698134664426 -0.421696239673176 0.191104367928033 0.340733192256816 0.162639166762866 0.498862058153705 0.799592412625091 0.943511382352462 0.738555287716684 0.977005045372791 0.89420556627271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
181,tanh(x),-1.6226357734247 -0.730964131570035 -0.946488981880655 -0.988177732799198 -1.02051255669531 -1.2250141133001 -0.34417439705861 -0.948317336347327 -0.310502877051724 -0.0523317442709366 -0.00707677617679559 0.717345879319349 0.690615241702314 0.358575931263172 1.16216656722352 1.17436024817016 0.608765706561038 0.616681658644155 1.50216087165045 0.901410680341961 0.962406080430878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
182,sin(0.5x),-0.70584222628781 -1.08269258520358 -0.618793684829891 -0.938101562415955 -0.588364213133379 -0.689691846145357 -1.27512195254733 -0.371085819931433 -0.189102336005077 -0.384538109407873 0.165113249772096 0.32101744949066 0.888486720264509 0.831692426740726 0.462724268921375 0.906408336085624 0.811122147790874 0.974352000705383 0.907243028208153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
182,tanh(x),-1.25843382304603 -0.854188768337963 -0.783581722184236 -1.17884007797612 -1.04414546446182 -0.876629915405734 -0.473362134636795 -0.82511701253227 -0.740997884164301 -0.751702823017702 0.203466038879317 0.363661785569955 0.962201470390981 0.862041350051585 0.901342959223341 0.980233544307045 1.10051420488202 0.928193422903866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
183,sin(0.5x),-0.505102134533208 -1.21188509209155 -0.994382686563561 -1.47647450040521 -0.871214653177431 -0.913877441430714 -0.701348706840134 -1.20334855673243 -1.01471767612367 -0.162521524937007 0.41029813443982 0.659386107333071 0.667138207081938 0.796892077393286 1.05317088249805 1.796143856409 1.20472450644847 0.936780506068369 0.539122222553956 0.926106236829038 1.10884247241337 0.805531978232637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
183,tanh(x),-1.16370345253988 -0.426707065708426 -1.40727938944598 -1.45442594107842 -0.849842442026515 -1.64486408096026 -0.691036885548131 -0.405328127351478 0.490185211818034 -0.267852814241173 0.418444790843818 -0.269093455827045 1.28509895236899 0.519069897951708 1.28898566840853 0.889586181113957 0.951698602459632 0.81843416318626 1.4556977591 1.7513751080676 1.03815392522129 0.655292680692619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
184,sin(0.5x),-0.706362384370405 -1.09072517724617 -1.55893344577669 -0.957811478008679 -1.19051380756236 -0.496510625615463 -0.545618992721825 -0.349667320483533 -0.138567920027696 0.0119580673362125 0.05981880379692 0.643809735074451 0.82952549591641 0.504222523701603 0.971739492062349 0.786636569568421 0.836676033290823 1.26434551201632 0.816135050610414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
184,tanh(x),-0.954446946612602 -1.33879153865152 -1.46011037944748 -0.995579908919841 -1.00721566590589 -0.933336689206745 -1.15415646019942 -0.964751123897367 -1.02312813875374 -0.559099252993202 0.265381495575595 0.454702686494522 0.990138036083383 1.35742910552052 1.09333484710159 1.24296350176372 0.801328927041047 0.481187925912007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
185,sin(0.5x),-1.05796998776885 -1.37221417460798 -0.860602882001807 -0.88458037387761 -1.00072730470571 -0.863031273962956 -0.70271207399707 -0.368175900253195 0.00638561517378605 -0.263924662001202 0.446278637413159 0.795868632432214 0.92409087144622 1.10340063318683 1.02527122501371 1.01102751883796 0.906921975693069 0.56536927015324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
185,tanh(x),-0.975066929218537 -0.982911390751223 -0.946298046923685 -0.861887141629609 -0.931323284837922 -0.799949423720298 -0.847399097588912 -1.24706646294376 -1.00700615941715 -1.08138400178141 -0.994207100991928 -0.424928318586752 -0.474533936094324 0.0763195053918522 0.429219366253338 0.00169350707961757 0.390825475185553 0.767400565327059 1.3182608971443 1.00591546954546 1.06015328284114 1.40874129313883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
186,sin(0.5x),-0.725704280372972 -1.07926726384459 -1.36889783440365 -0.397074123535484 -1.41249918892588 -1.00395173468767 -1.07884909125654 -0.524439985274039 -0.623293811730036 -0.284710888588978 0.0972454067109887 0.833170096466831 0.334453811286638 0.38317014858664 0.281690309353752 0.663837158006995 0.787211405430622 1.17816627947821 0.415395409032005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
186,tanh(x),-0.781082786935487 -0.887078165828331 -1.11071991527986 -1.14365467520057 -0.722938252176449 -0.815477950362415 -0.922310827392799 -1.41368058440778 -1.36890261402732 -0.476832858568862 -0.0215511127531651 0.759543908356773 -0.155593990655228 0.578349120933448 1.04438752414733 1.13758612499615 0.742709005264041 1.04923140806468 1.05833759931709 0.860744217913959 0.358515880843573 0.561062350731848 1.44713685773439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
187,sin(0.5x),-1.25501552995397 -1.07247060942029 -1.1897092884505 -0.745364354713915 -1.21629477098691 -1.44792374429844 -1.59997169682628 -0.745075483370428 -0.763067157541978 -0.609228421387277 -0.62902570094896 -0.315680541320438 0.215202095998691 -0.347919299749771 0.0204802419573091 0.0639006908968001 0.238682594368622 0.275296394495231 1.01261358523002 1.4895560605893 1.20472155346451 0.789553990546543 1.35610507813471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
187,tanh(x),-1.5859958333771 -0.837052631260648 -1.31865342108857 -0.733906601412526 -0.90020408500423 -0.797007980921662 -0.787057264408246 -0.894349954700528 0.40949328230284 0.423640475614144 0.700176793445927 0.968229827119955 0.569842755579583 1.05602268196644 0.802618725985145 0.546424715834468 1.73567617569538 0.590209705003719 1.3456864292377 1.21407929876258 1.67529691005854 0.695518041734161 1.04404341717281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
188,sin(0.5x),-0.478493577556549 -1.77372617280512 -0.6078840951884 -0.659531284000807 -0.419211720556542 -0.350140378776874 -0.952730584905404 -0.35146909258593 0.413844544571262 0.882146151572459 1.07860585099351 1.37700538671976 1.03464220477853 0.216980068712033 1.58704341119165 1.09954109156149 0.773444824132117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
188,tanh(x),-0.895932528232424 -1.02809749005669 -1.39998060736073 -1.40480832144635 -0.66719072203302 -1.06459408946709 -1.26873022942509 -0.749768175844102 -0.55410650171276 -0.821978832166913 -0.632555317081135 -0.177039067678833 0.245917780183516 1.4843285539009 0.961855204050496 1.4299190859594 1.0209125419725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
189,sin(0.5x),-0.850715503329335 -1.14324388359075 -1.53511155218039 -1.90730408059263 -0.952153300808956 -0.678389706058036 -1.24283291138873 -0.844519551665056 -0.518324485096393 -0.270873852722037 -0.174668971730951 0.376980348456656 0.759070083916849 0.712041502747893 1.26403691055885 0.606476872457025 1.34115596190645 1.56764388033344 1.36920810233472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
189,tanh(x),-1.01953587253557 -0.669295060904664 -0.906201652399871 -0.522596372665143 -1.09237998860108 -1.00327576329492 -0.750106519882537 -1.02262519261074 -0.127637596208772 0.400347513405649 0.581467875366473 0.604644365554139 1.21439109119643 0.734770523340434 1.00170479187752 0.8138993313313 1.16568154062639 0.558083061348926 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
190,sin(0.5x),-0.348215151541967 -1.35861289591019 -0.794132674011388 -1.21447212696935 -1.04828603403547 -0.659616207311432 -1.12074862842195 -0.167013669001265 0.0710467855881003 0.0127221477899213 0.905507424902715 0.732787265248669 1.20918114842666 0.899141529075955 0.933182448461567 1.07801302306763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
190,tanh(x),-0.585927113328594 -0.798542175937835 -0.855913635314497 -0.673477007331018 -1.18255358592345 -0.815829523988189 -0.473409125450803 -0.0553799495754531 0.561912087565945 0.716109022649632 1.08124189981628 0.595510990379626 0.798602656937639 0.908638927547963 0.415031943859413 0.64456573554111 0.593240925752625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
191,sin(0.5x),-0.909669925486364 -1.18645414000229 -1.39522258435405 -1.29962345817047 -1.01158072407745 -1.24008940119719 -0.490963312920049 -0.904617440416264 -0.332801686306668 -1.17967965936831 -0.268365081968453 -0.549575653946736 -0.265150945086214 0.189502377032645 0.443769188806617 0.547516391184826 0.903513104527312 0.741319224969694 1.05514950890787 0.724737118079342 0.761103027276541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
191,tanh(x),-0.923689239695376 -0.745500280213867 -0.573780201976418 -1.08961014392063 -1.10573930586814 -1.31568484863808 -0.800810207698764 -0.895232100408061 -1.08617428931296 -0.767635784089807 -0.896931420937342 -0.393376455474451 0.804669679297548 0.213021976702452 0.721558584666196 0.64136831935443 0.529133184541052 0.728085928403133 0.899690467633564 1.16403427458037 0.802175855842622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
192,sin(0.5x),-0.38504792422762 -1.00139584577006 -1.0940299278357 -0.348185776086126 -0.689345522055195 -1.32457593921002 -0.945328939154716 -0.584152487478642 -0.0727227064692473 -0.130656079694905 0.0552342562812909 0.678770543257982 0.726201958744907 0.983593055695175 0.720919401055067 1.08099131367794 1.09584098034042 1.32588007057414 0.745159481300998 0.931890722445557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
192,tanh(x),-1.23987438181037 -0.587687103966618 -1.1253774668777 -0.60728151809271 -0.241621585290899 -0.41787360575284 -0.412489929000094 0.897392639664113 0.70169973286836 0.792845433601597 1.47029498264127 1.30621878200928 1.07465553093154 0.680659624441431 0.937368204771326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
193,sin(0.5x),-0.778485663995211 -0.959413745412737 -0.703345449895308 -0.816435356081301 -0.833069333987465 -0.922601325041712 -1.25174267496439 -0.579453355924208 -0.0446218957888654 0.0129031371183025 -0.664298399494284 -0.353609516032277 0.704610616655667 0.509755213525842 0.563069059280461 0.307635262896985 1.11781999832399 0.583661723471787 1.11158909088248 1.17227926959234 1.3891679989768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
193,tanh(x),-1.23301266131832 -1.0113204927654 -0.423675425277453 -0.848977728632069 -1.34640317304613 -0.93019855873692 -0.524158467322821 -0.622585523762633 -0.877945836689468 -0.278120428927335 0.68343650457803 0.720403671396595 0.261181534352534 1.0350869394508 0.677816515751896 0.678325151962208 1.08167390963274 1.21362969430119 0.733363789436296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
194,sin(0.5x),-0.826287089919412 -0.761576587121703 -0.723354115784232 -1.21464980455395 -0.692319348967641 -1.00892245749584 0.303984801788274 1.13910573649718 0.838146705461286 1.90880537074003 1.00240027921122 0.796063240926547 0.840520102763585 0.870222404116942 0.75236500976074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
194,tanh(x),-0.971176616356379 -1.10836422592822 -1.40966176094131 -0.49066285432472 -1.21648162290724 -0.715482064469554 -0.267184449720515 -0.529967765325792 0.581247376047623 0.817605565035981 0.610632991262404 0.804287614649028 0.949382907470291 0.904203631356156 0.591384329381987 1.14435157554516 0.897789928207977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
195,sin(0.5x),-1.11543498307792 -0.683168513872275 -1.26556042557406 -1.04367798575974 -0.780822043673422 -0.784400706431314 -0.675358893201757 -0.621887187481351 -0.582577652717639 -0.088689450073253 0.607021846340299 0.486772902231929 0.909532365974525 0.403498739511989 0.901897062820912 1.32666247508761 1.08225544694679 0.868363459530532 0.997768096507551 0.544696402352992 0.640173161009485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
195,tanh(x),-0.363776149703678 -0.740264705543502 -0.991625270979783 -1.12333298765997 -0.415985765227384 -0.793358678961961 -1.39792170328249 -1.24521807711733 -0.613092510334659 -0.527662300934488 -0.53998593527821 0.365519478993187 0.886794912158474 1.66160868924744 1.29287241917344 1.20957252530669 0.8924496947186 1.25897865459048 1.04585782379407 1.02244585106185 1.04904276977789 1.26396985481275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
196,sin(0.5x),-0.676272954067118 -1.35232848414831 -1.0563779145576 -0.388298690226951 -0.565614518208964 -0.810702487252918 -0.708957448121374 -1.55932424339771 -1.71396322847769 -0.801488636843359 -1.03499470477844 -0.677374339242166 -1.06586534146324 0.170641245660311 0.483221097161398 0.637370845373222 0.58864843144423 0.605253954861206 0.760498264053263 0.742146833851971 0.904150202185707 1.29294108684787 1.08223190415959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
196,tanh(x),-0.646116945708101 -0.994114093928203 -0.838756562831313 -0.734229261940899 -0.67594753867863 -1.14641716690956 -0.38051355234227 -0.626868697543361 0.0383328702032973 -0.333601546963075 0.189181289224463 0.307010259752441 0.382083380310252 0.971708713572177 0.811107595407472 1.19681648902558 0.887909265906079 0.897080106069271 1.8945991992317 0.937092151897398 1.03690814346875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
197,sin(0.5x),-0.742056533504646 -1.13013362559317 -0.586317635465508 -0.715303822520668 -1.00519441515003 -1.2987760273369 -1.03312491275151 -0.36310407987768 -0.311809404426392 -0.00972081335023717 0.158042827870673 0.980634679231095 0.68700856830904 1.102827708146 0.513313107158654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
197,tanh(x),-1.25604372601469 -1.11540317617194 -0.737240498376753 -1.72202327309278 -1.09957991618464 -0.728183617288831 -0.563599152072781 -1.10258398874356 -0.776967084517399 -0.157242886096512 -0.0970111119862669 -0.343431985355708 -0.292649656572137 0.961982708305859 0.473109077555289 0.513077167970045 0.709454076454572 0.870539120502325 1.19568051895515 0.701359019647007 0.724375426079911 0.807972666170776 0.786883121484065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
198,sin(0.5x),-0.785586419506873 -0.485057088591034 -0.411857874534518 -1.07129251116254 -0.362883807849526 0.0361856255882284 -0.226516425842493 0.15590431053458 0.795323864711567 0.98564095592179 1.003272499285 1.19728601478028 0.820669145820825 1.14040614473651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
198,tanh(x),-1.07898392128491 -0.723801094244591 -0.839215178289812 -1.33536850049495 -0.913487912320038 -0.973976675571109 -1.286706225818 -1.34480807552005 -1.1866544006239 -1.10389687819422 -1.15871793955398 -0.243784061491435 0.197047623970792 0.509401609680971 0.954232185362993 0.137977183613007 0.750499893028356 0.97475484699792 1.69943604221137 1.17793459209451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
199,sin(0.5x),-1.05151280665234 -0.897322913756401 -0.93957502552446 -1.44045868627632 -1.14677414115317 -1.25943570523971 -0.437322980529623 -0.976747690050583 -0.730449294085993 -0.620990738169357 -0.53354070757859 -0.525491093681265 -0.451859593920792 0.137784559617082 0.425127254270363 0.0192740143951056 0.406512455316252 0.317680997627676 1.24706002148901 0.709041151048191 1.04742162344325 0.757918355285375 0.789240788694771 1.03606454744765 0.872888032954988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
199,tanh(x),-1.27170700161923 -1.12694786830656 -0.92835134182964 -0.555534682211519 -0.830162973477522 -0.234517870075285 0.034518509245417 0.323480149010691 0.508195945467306 0.712023893542899 0.924457204265394 0.85659784146391 0.630157276758506 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
200,sin(0.5x),-1.08903564644485 -1.06806606972955 -1.16252063596939 -0.911297929249068 -0.438237066635499 -0.86825808095096 -0.959208974874375 -0.475537365384821 -0.561050518629537 -0.954551213885436 -0.125130009556552 0.252991152099397 -0.0847086038258417 0.435361140343594 0.917416078384957 0.75376629523244 1.27418315773717 1.20704217037054 0.917009944599331 0.92237854436401 0.836706418264758 0.844368601473746 0.554827761801856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
200,tanh(x),-1.1856718661978 -1.49884461321359 -1.15276665820048 -1.56497614625065 -1.52665546880165 -0.815529102471961 0.614003716425338 0.927466788406514 1.16096302833712 1.18669573778988 0.973646549053345 0.766499742446138 1.0858906462606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
201,sin(0.5x),-1.27197799554082 -1.13366760049075 -1.02839602863955 -0.567311582613028 -0.706079329579385 -0.12744838127668 0.193305006803462 0.332987414416247 0.235813695726214 0.193845967937788 0.596339168467336 1.03056858225607 0.697865342227489 1.13872144973199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
201,tanh(x),-0.78640591808012 -1.35521890481244 -0.869936304974764 -0.720690980903566 -0.40200662956027 -0.44867151753507 0.60330038534208 1.2380145284102 0.252666443504309 1.41175461149474 1.23938780982056 1.48964828552023 1.20745294079397 1.46053057123971 1.10875084803002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
202,sin(0.5x),-0.914419813254045 -1.33150015500992 -1.28831902451915 -1.34530227802763 -1.01675713360118 -0.891620439375561 -0.621446386530205 -0.631662032351181 -0.393182566661976 0.14241618526381 0.0274042688991297 -0.121890216202853 0.764810931285493 0.733482313544472 0.523878942445538 1.34370616994058 0.554494699347439 1.02475102559571 1.29703604381384 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
202,tanh(x),-1.28797517442213 -0.769842844878381 -0.985992231250857 -1.10515188134377 -0.959315359875101 -0.851776769423185 -0.690611102713406 -0.360734871599993 0.784705373375069 1.10645332506235 0.822220900613942 0.871173431278928 0.817597359087104 1.03084370035426 0.570473562682298 1.11034118859891 0.603281338821626 0.501059903090547 0.523025317130382 1.03542242218669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
203,sin(0.5x),-0.532753703569621 -1.0239474726572 -1.01541840907743 -1.24742772035276 -1.07025087197838 -1.21983187708678 -0.453161655303821 -0.598479189585267 -0.773792588582376 -0.0566170068888584 0.637117650014555 0.688122587393275 0.403107706806187 0.772778967531098 0.325347700993695 0.822541415789424 1.4277268227919 0.549143856388688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
203,tanh(x),-1.2410647313353 -0.918990809218458 -1.06920831171454 -1.04676461633979 -0.942976279741325 -0.618287392896421 -0.543244476954376 -0.70011883421322 -0.40481807722408 -0.764014151074629 0.469497886664945 0.421662036965628 0.488045999919166 0.777909902275716 1.21110521587638 0.958931634607108 1.12154961402887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
204,sin(0.5x),-1.02988027519976 -0.810633196265409 -0.898222222378817 -1.07783328572679 -1.41533894107035 -0.942287007100441 -0.333017424885938 -0.625161778720858 -0.656014766589137 -0.736263690639605 0.100113443948014 -0.387906847504936 0.463733103350788 0.646288960736725 1.07563285216065 0.57059907982312 1.07312501319899 0.528562774857983 0.825500015221592 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
204,tanh(x),-0.705085984392996 -1.14433342295615 -1.11680193727821 -0.840549116650187 -0.96143021729681 -0.714855706751512 -0.493534557944371 -0.735319697830517 0.215784745645491 0.729063270535197 1.14335050330035 0.946983273679701 0.8127448174949 0.580457039941204 0.660884331653605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
205,sin(0.5x),-1.25761482958973 -0.866070270373069 -0.854303607734405 -0.800933902714536 -0.819399024150521 -0.799953215536835 -0.758617381706163 -1.17522941106148 -0.597880008241793 -0.733021462462558 0.0809210838777709 -0.0866072451432312 0.542133669234674 -0.118306984799853 0.365016027586606 1.10923908193193 0.637938738207641 0.961800314311984 0.753907404981104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
205,tanh(x),-1.36962473637325 -1.0250849348192 -0.94753622399128 -1.02929264259958 -1.14261787626437 -0.869129647886041 -1.63402875472313 -1.0597843820195 -0.816807549056298 0.665049336502277 0.332809511456709 0.917147499176462 0.645803285330362 1.27765693802996 0.980099624148196 0.527632450559699 1.66879215073435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
206,sin(0.5x),-0.79842270807973 -0.404121324989496 -0.512877691275046 -0.669434468156424 -1.16714611313564 -1.03861463452467 -0.582839406632548 -0.140646702112302 0.287794441434081 0.744694029440439 0.795567588440434 1.12137097973576 1.12817533133482 0.373041238949984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
206,tanh(x),-1.08855879135899 -1.25830800848795 -1.45733705433649 -1.03257245806243 -0.669095742649422 -0.745027600875983 -0.253704772788622 -0.0184964935213736 0.609173252414126 0.66735260188982 0.798807826963326 0.626680527182898 0.937506938632862 0.675552158789707 1.3464267959006 1.23425189110029 1.50127275729368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
207,sin(0.5x),-0.48948188471809 -1.02453073170483 -1.0124198904422 -0.418595602771472 -0.776707845833385 0.115395303176113 -0.872747120437484 0.1572101855477 0.0194044578345305 0.414803295850189 0.948581064209929 0.171738699792141 0.661542974810517 1.11788472508146 0.699891696292623 1.05282021326812 1.30526455204322 1.09620175606548 0.906668831266398 0.741793837571723 0.627867680196994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
207,tanh(x),-0.0151711149385897 -1.63882340809601 -1.34887552810757 -1.14830957999323 -0.801624312898679 -0.66341650846752 -0.639948762871013 -1.06441069076725 0.372901737013637 0.316785297990034 0.653202047442637 0.716183947222643 0.912400217150254 1.19288309631842 0.90804235544793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
208,sin(0.5x),-0.881685001387449 -0.986920922284663 -1.12652923526778 -0.829835562752532 -1.4758636922797 -0.653060376740506 -0.703885931233756 -1.06002491173526 0.194492980868843 -0.657157780127438 0.645884397631168 1.13843138319747 0.672590564025182 0.806832427968216 0.891524473169203 1.22124694998891 0.968099299008281 0.546149287087436 0.558984772240711 1.11792865463471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
