id,type,series,series_length
138,tanh(x),-0.355860599777746 1.29554113826442 -0.46098255303684 0.978048494456737 -0.836539184371586 -1.09995664122484 -0.695697978301367 -0.862543910508427 -1.08457376046717 1.47885137619055 0.17875945390333 1.11776545713014 0.582446331375778 -0.371682068517874 -0.0584400526341076 0.364533374716785 1.6941899310578 0.544278904715578 2.66454787339327 0.075526134045525 1.6219887167656 1.35489134834761 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
139,sin(0.5x),-1.38346451495678 -1.78866305630449 -0.548481768381515 -0.145525267746127 -0.481027119633629 0.584204169535175 0.881910437011448 -1.38819535274297 -1.6175223332224 -1.10933844670787 2.95564774444084 -1.83182081374859 -0.862317463431878 1.28871517136856 0.190917245879767 0.453287877880388 -0.683546253523025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
139,tanh(x),-1.01749134686993 -1.05041579682337 0.51474163605177 -1.02328089663038 -0.2831309778879 -1.14218091231008 -0.880783259834193 -2.30415907032017 -0.222174372116669 -0.795668452654825 -0.292181191081457 1.16128358231181 1.86636410108912 0.76309890146439 2.08266453879525 1.7473703992373 3.10198110142713 0.885752989346761 1.22517778241097 1.51568239129646 3.44781636145829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
140,sin(0.5x),-0.570225457130677 -0.117814329915267 0.0675100784728966 0.950288484559338 -0.924711868116211 -0.158212497183917 0.519714338496524 0.313051779433542 -0.120593216012144 1.63281804180762 -0.454850393251699 1.46204572474364 3.78936433391665 -1.98204780103016 1.60793637618216 0.352329524426126 -0.56325843418355 0.636141957885003 1.18019132951762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
140,tanh(x),-0.83995277492161 -0.0786517906157113 -0.870176878399935 -1.4566261178255 -3.39783036981275 1.40367465674213 0.373690927955302 -0.308120565192347 -0.605507338057216 1.27327526880486 1.51738172806398 0.733792215563394 1.71017572487803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
141,sin(0.5x),0.00986147902219858 -1.01462765880713 -2.67361124122504 -0.00858609536569654 0.930308954602308 0.20500950935732 1.46439093264561 0.835114306810625 1.23524623035906 2.83401285112004 0.767276844753346 2.31860206936126 2.963976767157 1.32245272270737 2.20360187304111 2.41289916256678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
141,tanh(x),-0.815789964152016 -1.51231495836877 -2.21039022395377 -0.687634467485233 0.170692763964737 -0.497862532735044 -1.61015618660494 -0.934455862979698 0.672979651361648 0.167378622629648 3.26815672885247 0.820545378867057 0.127105046410803 1.11341561036782 1.09857334835619 1.54261790356637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
142,sin(0.5x),-1.57722810899719 -1.82041400600974 0.587252120792903 -0.258543372722939 -0.210618947801076 -0.822375689455107 -0.954617582901794 0.683654656645319 -1.77350772061499 -0.927666427057637 0.394709218111457 0.820621348044485 0.719011893499077 2.49113853853658 3.65889041675764 -0.325337823064248 0.248495309900155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
142,tanh(x),-2.68599568758459 -3.06072158040115 -2.5119173514305 -0.525826512655529 -0.0184430248069677 -1.4441332389552 -0.106630073430751 -0.469288183785414 -2.89047536112576 -0.824885123057486 1.47324435644392 -0.25937186818288 1.48962623939509 0.689000513391952 0.696660792088237 -0.0565718007296012 0.290239227040672 0.594640655058068 2.05788713354084 0.667759395265246 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
143,sin(0.5x),0.0132781078998416 0.401772142354745 -0.974474326732636 -1.93653526488411 0.0578041310729622 -0.422177532772093 -0.794182631714364 0.110394198497589 0.696837403610674 -0.270136998951587 1.79029797102508 0.935716747098159 -0.238942031694579 0.140898213839992 1.99134772281922 -0.054697669308814 1.09763001363731 -0.404600847163521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
143,tanh(x),-3.35780577934714 -0.373140208188909 -2.30112197016874 -0.677264296546286 -3.22369651875711 -1.05081394126472 -1.51988770394029 -1.13898118119913 -0.458052753647871 -0.195517997455712 2.432271166199 -0.559167562697954 1.04217068488953 0.940652191633587 -1.27701989005799 0.524191162806708 2.98590720401441 2.71745641366857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
144,sin(0.5x),-0.983246954656819 0.296844585560582 -0.919302613784506 -1.00643861462862 2.26791035812043 -0.677254902679693 1.10276048089469 -0.254083484225199 1.14511427638892 0.885562576382724 1.24240773975547 1.1459573822057 1.46891058389051 -0.294480294582467 2.01454077412102 0.331858095733127 -0.425594975552389 2.18890595496803 0.827199207158353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
144,tanh(x),-0.685302676226548 -1.10070848335929 -1.49224830158958 -1.80130642679014 -0.0451615066650679 -0.766431335852971 0.120605661700017 0.408848233040029 -0.438036682477666 1.11919990533426 1.9485664198224 1.55964939458531 2.27369373250481 0.326871483332477 0.350385657064075 0.872476033588331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
145,sin(0.5x),-2.92468066718167 -0.183944174915043 -0.528488352346868 -1.19475268682579 -1.82219506727615 -0.0666653675962897 -1.28246237007982 -1.58492793266299 -0.0946612709295107 -1.83660404259515 -0.597970976903305 -0.310861087222855 -0.297363458481824 -0.507263328440808 1.40518572817598 0.959817970945426 -0.816739722954416 0.104603699892735 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
145,tanh(x),-1.09136561654618 -1.04130707721184 0.970228831837475 -0.345327139236326 -1.81963201231154 -0.767104238455531 -1.23295277998601 -1.64534667939026 -0.259091237104398 -0.500008532040326 0.992680825182267 0.55542419633004 -0.292390713735157 0.368802852463379 -0.379903090539495 0.251433323747358 0.282298681237277 0.135124302794343 0.375705930031767 1.60100495532625 0.733762424536008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
146,sin(0.5x),-0.0283645988276084 1.03821105494445 -1.60669966274792 -1.10416739682036 -0.642163089408507 1.09898680360994 -0.0615500322609537 -0.837420403047041 1.36359118695318 1.4900747331615 1.12531178161513 2.53350001989151 -0.431107437412189 1.69571758682156 -0.250723687767635 0.601642079552138 1.19276070753502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
146,tanh(x),-1.66004913996397 -1.72716991461245 -1.16666249076499 -0.783812585758323 -0.414858695480352 -1.98037115030661 -2.16606952676373 -2.63717821753964 -0.720514799514005 -1.21864625927854 -1.16754070970905 0.585700605443216 0.424026704432027 0.421864388583363 1.2748157175124 2.61966444370411 -0.603571958531276 -0.153564305320353 0.946456710002503 1.96580219093595 1.87544119477137 0.939804292388662 2.65409386641621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
147,sin(0.5x),-2.48161923453534 -0.981690097818056 -1.02498847393583 -1.5782419376695 -1.18462591879444 1.23261638961044 -2.20237415626759 -0.835050889454449 -0.43551223701687 -0.674614060985601 -0.0434149958967966 0.459360025058064 1.32736537657295 1.12187505332957 0.84374468026266 2.44385649642252 -0.737966530532263 1.85694246170284 0.289413359822135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
147,tanh(x),-1.02713254602509 -0.51110242460042 -2.52077301628346 -1.01200384205167 0.445019059573779 -3.72320403222751 -0.76207272724745 -0.951795391606066 -0.768833161008786 -1.1008330550496 0.438565073981934 -0.473983497444602 1.97480093231661 1.13724301960674 -0.140571383317486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
148,sin(0.5x),-0.312338725172558 -0.522391420718233 0.00452810060612585 -1.0020853981283 -2.46300021988418 -1.57101208365973 -0.351941107120647 0.781295075077767 -0.292761631973381 0.774722300394097 0.702978586390735 -0.133128443826242 2.22120431732144 -0.105743724214737 -1.60274294109201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
148,tanh(x),-0.42744269481238 -0.756204745518465 -1.18126781619929 -1.28602939556957 0.886803302157533 0.310310321436325 0.115412273110904 -0.534384094028604 0.0490581476153151 -0.624618628009097 0.00849437107226786 -1.49679209158435 0.912532493574992 0.793923033242896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
149,sin(0.5x),0.128726362154275 -0.0453760101592219 -2.57965055066373 -0.107053951944288 -0.731906460558441 -0.0921448951534286 -0.566036724490466 -0.281072939489729 -0.933109832611716 -1.25908422091101 1.05321374806454 0.869107774030418 -0.952785157815335 0.831154703551565 0.723187091114256 2.51814857331306 0.945500290494163 0.951381417163829 1.51791799630663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
149,tanh(x),-1.61185682884925 -1.65207038359858 -1.98261670122158 -0.662706834888125 -2.0323656083972 -0.561946213318702 -0.901247828389499 0.669606165693003 -0.877704484820749 -1.61390924043519 1.51379280279142 0.485941845614486 -0.355425771957799 -1.64961599472114 0.766158222802693 -0.275421065980955 0.907537332371396 -0.255356598282588 0.255838315735754 0.373159212193838 0.0742703006669699 2.40530512601595 0.554712214322492 2.59252477871319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
150,sin(0.5x),-0.933536742142991 -0.922086056787476 -1.14415800856508 -1.99177983848144 -0.591598232530304 -1.16958176524466 0.221354602121145 0.796506859502101 0.398606169792235 0.0732003649686362 0.907683551402124 2.20613315083597 0.338142715672588 -0.776225713534828 -0.820831214873776 0.617793661471509 0.822127763463181 0.829455232685063 3.70881142353249 0.267983635603716 2.21497453266694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
150,tanh(x),-1.07959090458055 -0.505842004580101 -0.484526737683532 -1.13604729237101 -0.555915793018279 -1.10752419076283 -2.7172283073327 -0.207985198251619 1.13570134566592 -2.44362030643885 0.0086092945178693 0.140620582601007 1.1100339948365 1.80595015951565 1.76946606395951 2.27820329900716 0.6595960959363 -0.648671564342199 2.08834061778993 0.220215119516665 0.820267572059016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
151,sin(0.5x),-1.55614497987167 -0.6812562512973 -1.08770385534093 -1.30063186833304 0.656072965147868 -1.08531599249471 -2.31551372084591 -0.940898695799948 -0.261957349148437 -0.626022046648711 0.312169663418445 -0.397626577897117 0.111925515612297 1.36551780995206 0.341228763669212 0.234226702364756 0.6234377103889 0.466000881954978 -1.19359586534753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
151,tanh(x),-1.81023539050194 -0.923325985983577 -0.38917307890773 -2.16761747986344 -0.199402759329112 -1.64579755332674 -3.00735967143242 0.338047821695053 -1.25384144402264 0.559079042441188 0.906106908486102 1.06669478735036 1.33178071226909 1.87963283573691 2.3957114342066 0.212077501545487 2.09337232661162 -0.740026571847308 -0.516567800753171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
152,sin(0.5x),-0.120329702523541 -1.98235916379476 0.350616477593706 -3.20903218786944 -0.905053131519874 -1.22725572854376 -0.0680198787864805 -1.42292492766757 -0.23199434260431 -0.143775418968009 -1.41877936701442 -1.00253634391373 0.763291743997399 0.551353025432824 -0.135262905739546 -0.0113173889057824 1.833284506895 -0.191721742512889 0.837237589235433 1.40330480393911 0.591991714839938 -0.754390112551706 -0.187505461455443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
152,tanh(x),-2.02990690850216 -1.84943024907804 -0.660657177184699 -0.0538343671728976 0.91321025965427 -1.0754049546803 -1.2408797002283 -0.789107740328412 -0.366561882710243 -0.203284702123007 0.624609718908146 -0.28804392411166 0.759525222538963 1.39953131201415 2.1359270607798 2.20613328736268 1.64660934038217 0.545166493987919 0.353987611227757 1.95951027391299 0.468939855015939 1.30456333074742 0.478226287109625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
153,sin(0.5x),-1.55106229147673 -0.820420191136769 -0.530153455848513 -1.17954519159543 0.595162660667089 0.528173519037255 -0.0482056020021739 -0.062417261967613 3.07275415773009 1.1281529805482 0.272776500690419 -0.363134533126893 0.113672063439384 -0.284665916867352 0.0952887581207 0.692729313977508 1.18377963826082 -1.51880102427744 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
153,tanh(x),-1.63018582238928 -0.976472170064843 -3.11617067408409 -1.47543345330964 -0.651927508720208 -2.59079415923258 -1.57471886493205 -0.397519543604009 -2.1067210677832 -1.52028558598412 0.624764709179113 -0.21075345860505 -0.0541767769259515 1.5002889621933 2.03758161300342 -0.105606260003046 0.586851510498806 -1.42872817387936 0.663482988740541 1.88733368263339 0.385084539454907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
154,sin(0.5x),-2.36450738795146 -1.05812603599753 0.381857681088744 -0.170230795618894 0.539795721165474 -0.392427397134709 -1.85793210564306 -0.623470932096824 0.927143001748091 0.442848518702724 -1.68236480014064 0.634989125863088 0.483131276883467 0.346435748672729 -0.204044634543523 0.135107208154311 1.64185600756055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
154,tanh(x),-1.25917560541144 -0.804237002252701 0.626879432918394 -0.720968594007257 -1.54979917633874 -0.900331855401192 -1.59698026256547 -1.2373787143822 -0.40023923779203 -0.501876216489024 2.87667010500678 1.16479525951121 0.256267516938484 0.0574882175358538 0.423925689126099 0.594087766580342 -0.812579791422359 -0.144943854981252 1.7137522666223 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
155,sin(0.5x),-0.607996985258924 -1.22871613521631 -0.0165604075112307 -0.855364304330705 0.0322581220643468 0.682641416639558 0.845997957962588 0.744572005479989 0.233050283968174 0.175591505104863 0.212440305194395 -0.915558260647642 0.392006883025581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
155,tanh(x),-1.47581945619204 -2.19114034569136 -1.80819967247102 -1.12123477705401 -2.97023892446038 -0.969014563893287 0.132720573412786 -0.651664106067737 0.488821780154128 -0.155415043727287 -0.270445406954299 1.62406159669939 0.90068712674447 1.98974601211365 -0.129891618271783 0.10263341930493 0.736909069220691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
156,sin(0.5x),-0.875644656395597 -0.220870720349416 -0.578092159222353 -1.96345018431419 -1.85424347738116 -0.570018842336318 -0.572229686236887 -0.393655382425916 0.216615837695939 -0.0956196665026864 1.6999302310504 1.27740113765503 0.0771117427223189 0.643347125889499 0.629071456162646 -0.749609303789661 0.163741863873156 1.09490963481823 -0.707403003603507 2.15530048890035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
156,tanh(x),-1.47906922475552 0.50193053528306 -0.245206062535609 -0.228577646024062 -1.34530296552228 -0.415817296488569 1.35779177985683 -2.40738587519335 0.760429481148125 0.25378058164862 1.24057314079563 0.416582622465014 2.7009841968853 0.0335975808770903 0.537967165962046 1.35796622079219 0.805425168698242 1.34078015828533 1.39488233223668 0.479337483289733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
157,sin(0.5x),-1.1686126854598 1.62730351170225 -1.11850488564196 -1.45729230326436 -1.66051839624826 -3.77900977572999 0.529773491620842 0.479009150339582 0.321647167701671 -0.360238382921659 0.386704157815546 0.68965330926063 0.983177447745377 1.42809385756946 -1.08779608734594 0.897125556103805 0.641444672476319 1.37414322415661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
157,tanh(x),-0.24030931703614 -1.65110873464705 -2.27902863085825 -0.160472776274032 -1.01295342994154 -1.7954978804871 1.05155220839217 -0.2362449303263 -1.43798992726555 -1.72010581836225 -0.331823365038401 1.8378222601907 0.969830278865753 1.37904841421906 1.91184050531099 2.33450853162953 0.544892655681562 0.257365247046064 1.24180559534166 1.83652734094872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
158,sin(0.5x),-0.540155824194367 -1.28887061814746 -1.95288757103521 -0.332864067518112 -1.46675186162067 -1.05806499332381 -0.885096027567292 -0.837134559467633 0.329947375609963 -0.789239918704725 0.245767517159397 0.589246544265742 0.948113941951566 0.79113953006445 0.320495184067186 2.56749429509506 -3.14141157313306 0.674018780757849 1.74240938179236 0.152530731968892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
158,tanh(x),-2.53173383251203 -1.8330673075707 -1.00720964484991 -1.35834440357088 -0.253769876791639 -0.839962934852315 -1.79504957920022 -1.61754191748946 -0.375697512279848 -2.06484087415964 0.744722748376923 0.598681565151476 1.87074542740989 1.22145894495345 1.78601190340626 -0.693109782370859 0.800130346966543 0.620428922435712 2.47616379269762 1.42208084141352 0.163276607909961 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
159,sin(0.5x),-1.89153147458857 -1.71915713035598 -1.32215105517755 -0.568944391356265 -0.0605343105133783 -0.34583404440103 -1.59634316876809 -1.63625931353533 0.0217430505931319 -0.551671790214365 -1.66259518941917 -0.873430242780868 0.334070034029863 0.284612256721286 0.55901005322269 -1.12142033727126 1.45949049051057 1.24506578388161 0.637327997289854 2.52181702461544 -0.0135390790577817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
159,tanh(x),-1.97511503432698 0.639695433905226 -0.681537539775984 -0.145496010804279 0.219240419698107 -0.571904531605691 -0.991943326892554 -0.393162232552465 0.331731840528766 0.467855169839945 0.820419475369764 -0.710119365550634 0.793284276834807 1.15539850915294 1.98525063533003 0.572756302026859 0.686796014909404 1.40820987208663 1.22324688779792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
160,sin(0.5x),-2.02346974512736 -1.88746255254813 -3.0495503995138 -0.756861601530966 -0.723029419391814 -0.231718538064806 -0.200230744084531 0.321786827173256 -0.0510853603101049 0.95153966685511 -0.0471928577757639 2.65396543850229 1.32603590471245 -0.253245439834406 -0.831971891620824 2.40252837835071 2.72518111186815 0.681978315603912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
160,tanh(x),-1.46212948059182 -1.14894682568756 0.802175309818698 0.697816720286225 -1.96249838924163 0.327768626310683 -1.27668377038123 -0.448455320131685 -0.391134332953945 0.776851619287135 0.760164592590683 1.99530832049908 1.61152717403795 1.10879557720832 1.09318657614533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
161,sin(0.5x),-1.59715944353284 -0.74112628021703 -0.882370972751778 -0.892469771952479 -1.34886038253114 -0.907112706934557 -1.47962272403356 -1.71897197882053 -0.912189100541995 -1.08813635532996 -0.42339290584427 1.76034390733187 0.237649844460126 1.10201702680827 0.797469730558578 0.150166164811989 1.03571973200171 2.67100521093631 1.18881621116291 0.407961366833322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
161,tanh(x),-1.81195991424678 0.891378309059886 -0.479059929959091 -3.00548150161056 1.24972218507866 -0.897628660676305 -1.82511871307471 -0.474138861034908 -1.26444769551168 1.4623277865801 0.126631975176168 0.121498240843091 2.2534996628215 0.675324703330796 2.47617054160765 0.70438804078312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
162,sin(0.5x),-1.02422984994491 -0.467341523147224 -0.0469874841166786 -0.276268954070244 -0.321581082492493 0.0985228581186525 -0.0570573725789673 -2.42338293115013 -0.981550261315365 -0.527088627963625 -1.35968108578155 0.0662498492314454 2.61089985181985 -0.551982909047471 -0.377005014444928 0.98367565909501 2.91520238106023 1.37192376581061 2.58276804314991 -0.227975308284949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
162,tanh(x),-0.195596456322539 0.41680693971929 -0.743317348797377 0.834277799404045 -2.27888817774976 -0.821042319910588 -1.4130479716086 0.224920312874933 -0.808713658395125 -1.02650558380062 1.17358485073341 0.939079888747894 2.93026869299027 0.255292676674335 2.19680284093962 1.74411846212786 1.08221746965436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
163,sin(0.5x),-1.95009639835429 -1.906734366424 1.05546083750549 -0.0845314036620938 -2.01115735185392 -0.314196026775895 -0.941513084431268 1.21568440206785 0.120812204731463 0.139000311072698 0.806518965151525 0.794088832542304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12
163,tanh(x),-1.14761027697837 -0.872680901451959 0.978328604337344 -0.610648336112955 -3.13575741440119 -0.873874381714757 0.820237731214826 0.439694962369864 -1.06402586882795 1.75406363841385 0.119610233853738 -0.994458817731482 1.33505636551496 2.52504161460892 1.43419563561855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
164,sin(0.5x),-0.514151344550717 -1.67268783055549 -0.312871360152995 -0.779972605373827 -1.25393861835834 -1.67030650282532 -0.553363219296561 -0.58491120039333 0.909938080024928 -0.563405393918043 0.574231857723351 -1.46217158004937 0.309581836581464 1.85830281236997 0.015630058451826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
164,tanh(x),-1.7426354419864 -2.14027074872557 0.246055514466506 -3.33281452179625 0.60226587634268 -0.843686260936733 -1.53737717749419 -0.732441064047692 -1.54133636066516 -2.40156331973322 0.118223700782344 0.914925679572992 1.90316287006852 0.477623563773528 1.14618563320436 1.62922111635046 2.30558196342741 -0.196980383280561 0.664504143932768 1.71372389400346 2.20773402032794 0.741916252548564 1.74454343038684 2.03902084987255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
165,sin(0.5x),-1.13260385937052 -0.55071753516815 -1.15827371435085 0.213807341592312 -0.70219308254209 -1.14276934091918 -1.24776317553647 1.49321252005126 -0.469112856114516 -1.57141223979087 1.38684461674424 -0.0561416348038981 1.10142577254111 1.24085463609522 1.78308727823476 0.758049092092383 0.641558508241675 -0.66569034241362 -2.22941129689448 1.18054847973314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
165,tanh(x),-2.16491800066176 0.415900316102226 -0.830912314462856 -0.431599240541202 -0.047964797937184 -0.428594528298491 0.597017953657779 -2.57075479049885 -1.17049414417937 2.01707894960159 1.77481105668191 -0.0158534988164237 0.717803277671461 1.13292772821692 2.4799786243653 1.25261012221068 -0.866491947400229 0.287296387552603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
166,sin(0.5x),0.826359739253691 -0.804759072879833 0.0745516084369781 -0.86788936196849 -1.36339789659345 -1.29859696043961 -0.503028330093679 -2.16314823276191 0.166096617653107 0.202702045389141 0.208546539975071 -0.0764350370464139 -1.23151974512147 0.684525236923468 0.881707314303737 0.120791394075074 -0.525939239117054 -0.685910530989493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
166,tanh(x),0.372055792625298 0.201677873453897 -1.19771905157156 -3.17236945508837 -0.166605403413199 -1.12064864917204 -0.160135042858632 -2.5953493713624 -0.39449051917962 1.33889844523021 1.65855736381239 0.39182863884522 1.95666050161288 0.86035284472925 1.80199936373766 1.81611309364534 0.833280405818722 0.950793515597561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
167,sin(0.5x),0.188377428945351 -0.321640255672341 -0.787813372041394 -0.969660926033454 -1.12991224228329 0.418906319436006 -0.430180014693577 -2.38508640334773 0.182961833432277 1.23653640448006 0.157439588834051 1.29358101369326 1.74793933201623 1.29440124734873 -0.9143136367546 -0.184681810041578 1.38357013089442 1.33259114979566 1.84649303814551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
167,tanh(x),-1.57669755052861 0.0598838989361257 -2.22690144170232 -2.650581670085 -1.63089289429058 -0.974481378346287 -0.56483012626556 -2.9271404322498 -0.221628311890651 -1.560032608605 1.96790786314078 -0.08925012290381 0.550682871047019 2.24217358038978 1.26301977545302 1.18333034763682 1.52063661683906 1.81074191744684 1.99958290190293 0.0170770766593618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
168,sin(0.5x),0.528148641023307 0.93325639155454 0.824600674694247 -1.04852091126175 -1.06822610977272 -0.808202695587129 1.10530905596277 -0.165642047434785 0.109288900643612 0.418338862431748 -0.980938202081327 -0.105400164361511 -0.266002877141139 0.800400756116739 1.17329153067796 0.72023358024931 1.46427761584333 0.391609786528208 0.60373589291227 1.75700656302193 0.818441048428491 2.44196276336975 1.34601541513494 1.39653191175969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
168,tanh(x),-1.36770700059299 -0.925968688658092 -2.49098749242916 -1.47064149647914 -1.07547104044719 -1.91985073515796 -0.669509781065076 -0.0818388020618143 -0.380811961488253 -0.117783843706526 -0.495169719392323 0.741968540663031 1.62075130502612 -0.219273589582883 0.242822349728102 2.5117235298843 -0.0469342730745571 0.697599515052737 1.73820815496446 1.98823552063063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
169,sin(0.5x),-1.59660237794694 -2.46043209674701 -1.00910475448354 -1.60582537781317 -0.651485498463015 -2.16507891411252 -1.2523839363281 0.601039356905654 -0.282037723132624 -1.02688439461312 1.86228866810191 0.323375856422761 -0.257085945923589 1.19816476429803 -0.52337726222264 1.47478194086153 0.193161351825728 2.29041344333983 0.552920424268087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
169,tanh(x),-1.59652581977789 0.0987376490507018 0.548846186817104 -0.141860735617443 -0.524698889807328 -1.38454687969809 -1.1683392894072 -0.864430666500605 0.0951845426342626 0.142343934561307 0.986606474556112 1.41288460897996 1.32450563191233 0.875306387502453 0.996708957818883 1.54665746661808 0.224401285000997 -0.427578770308843 1.75774696345224 1.19628560434697 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
170,sin(0.5x),-0.895724553448645 -2.72745711469122 -3.23784732961821 -0.901722726044539 -1.48136695097764 -1.85775264343757 -0.253993660487864 -0.0294673118822634 0.455471003286216 -1.01187981232262 -0.364909921496526 1.22682313952693 0.410383929211947 -0.235167160678916 1.66042508318466 -1.31873271923856 -0.1248523451748 0.942102503706145 -0.523771385610532 1.23188885564812 0.484749473071884 0.761583556405655 0.00702897321367013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
170,tanh(x),-1.22444282600385 0.14194150065821 -1.6490031992045 -1.04123332090989 -2.92850323252603 -0.148451944395752 -2.08440230630055 0.162474833269174 1.24665859699363 -2.06316305146868 2.10492638911598 0.0675224688612783 1.25747545632871 2.34842245891262 2.36709839053074 0.941993577274512 1.55628316314002 -1.53880560980574 0.71031364939961 0.84065246003236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
