id,type,series,series_length
196,sin(0.5x),-0.655717069320832 -1.72738210811742 -1.18725281689683 -0.0358564580588805 -0.302991110358413 -0.684921778467209 -0.517603453260073 -1.9474995630632 -2.22801379869678 -0.78170630419014 -1.22142169182493 -0.820398330343177 -1.62368197205331 0.188861828226929 0.628315140740917 0.806481139486515 0.650518597663419 0.545238454800507 0.660686391491008 0.580659409561608 0.842026328147429 1.50126171162334 1.29297104674363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
196,tanh(x),-0.410302500187747 -0.990367534294921 -0.731742990569352 -0.558358310977571 -0.462070257926974 -1.35243216184377 -0.137295531683219 -0.756761633184271 0.203389459291573 -0.581064774895461 0.128679137771948 0.184232120660596 0.198769930551802 1.01170248423313 0.707452200444532 1.33630865832771 0.818217202078267 0.831525325757982 2.49285540450526 0.896280373095774 1.06166617794339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
197,sin(0.5x),-0.765356368383378 -1.31017900195611 -0.365888033456475 -0.552473284211252 -1.01721484495385 -1.49837767860718 -1.09328327248647 -0.160000624755998 -0.211123438983553 0.0544619813423887 0.0863513585897079 1.11475023294984 0.512824591572562 1.23717201080273 0.344773051742069 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
197,tanh(x),-1.42684713403206 -1.19251600470115 -0.562359918524124 -2.2055298152839 -1.16952023138079 -0.552821650549722 -0.282281185489224 -1.21301331751648 -0.736682024523508 0.0259480525604758 -0.0221838443577011 -0.597448838883184 -0.674372438555719 1.27585286824963 0.270553177838803 0.282795563389937 0.574611422370457 0.806504742269288 1.33973275990182 0.510546209363417 0.545660802367987 0.68181118273705 0.645931989073551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
198,sin(0.5x),-0.669610945854929 -0.150319300688861 -0.0201807572698749 -1.13411334267126 -0.00880631955085875 0.368868277707481 -0.224767112685393 0.164300269684044 0.994977653108982 1.12309402743434 1.01586885194999 1.33058601580506 0.714141809911601 1.29980273845359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
198,tanh(x),-1.13174745948243 -0.539845868155568 -0.732317718379222 -1.55942955334209 -0.856607771078361 -0.958785486081106 -1.49362387317891 -1.6004989876886 -1.35313067065037 -1.28156501398487 -1.43430284370273 -0.266805426866315 0.141789695682496 0.521551037208146 1.15235127230637 -0.342371077205125 0.586023227499684 0.959051531596644 2.166141480199 1.29671025898632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
199,sin(0.5x),-1.22602264562414 -0.922161148894835 -0.954650350221395 -1.76106472380401 -1.2531810549591 -1.43281047511186 -0.0648793406071551 -0.999321234651589 -0.663307399594528 -0.531415080809793 -0.444061670924181 -0.723058225750013 -0.682435986275203 0.217104665089842 0.613005175910349 -0.144929997202905 0.346958637450123 0.0659501927446224 1.55879247004636 0.574924536482554 1.07993685115036 0.598306583313542 0.66176121470151 1.09458455680358 0.944064594735959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
199,tanh(x),-1.45295259337296 -1.21175715825884 -0.88106762223323 -0.268840402387121 -0.886711233575305 0.0172520263135377 0.0324686521186915 0.352510570748994 0.519541596852038 0.668744537818154 0.932949968721827 0.76168006038765 0.384010204444226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
200,sin(0.5x),-1.24168237004224 -1.16880209056322 -1.29783463995912 -0.860720701785585 -0.0790209351261811 -0.818505219485551 -1.04457353424183 -0.288992792835565 -0.489911356009093 -1.21108926250418 -0.0557897522088234 0.326111672292071 -0.318234360904484 0.469798297770469 1.06550866067342 0.688622319583699 1.51682788096419 1.37523943748435 0.872097927473874 0.871531719351622 0.729620021612513 0.753640902666469 0.364530726844281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
200,tanh(x),-1.30963048807758 -1.84718785217156 -1.28042995882265 -1.98366691336162 -1.94568205351559 -0.800952054447777 0.836716516440073 1.02781602925751 1.30459980094516 1.33343243774854 0.961112673990377 0.611516562024697 1.14330368259648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
201,sin(0.5x),-1.59346462710493 -1.31606896011876 -1.05000108745704 -0.441949821549245 -0.796969455327432 -0.059653705075704 0.392838348265221 0.542442756421783 0.297482578336767 -0.0770857154435146 0.426243774975191 1.08111679062689 0.530919214769978 1.29699491344604 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
201,tanh(x),-0.644117454141111 -1.59220888576864 -0.792843106992529 -0.576524971116481 -0.173117327046551 -0.608284520272373 0.98043844561313 1.54539559593032 -0.209227840442867 1.70853056058997 1.41257824467752 1.81793721498614 1.34688168792339 1.76780253731269 1.18140401887885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
202,sin(0.5x),-1.05262850129904 -1.64578988431736 -1.48908919390239 -1.57817816977049 -1.06600364056926 -0.931925975077142 -0.655914550245464 -0.744211152191534 -0.502544014051198 0.0603069542449353 -0.210129821303639 -0.533712481748386 0.87452255680266 0.654815683437085 0.236634057609339 1.5737444286459 0.323283662805132 1.1477361665007 1.65097794616738 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
202,tanh(x),-1.48013600178479 -0.61856243492656 -0.982502673819766 -1.19103329905518 -0.958011128280348 -0.820884221218152 -0.742903361416664 -0.461723443713911 0.980390643364975 1.4060531718053 0.852406216269891 0.879622668904743 0.754850226758011 1.08773425430704 0.297721166113742 1.18696046330738 0.340658970488466 0.169116829765378 0.205293780463817 1.05918997580662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
203,sin(0.5x),-0.41651831849167 -1.1800804222989 -1.11898697442989 -1.41279716696694 -1.11975915968842 -1.47894503792918 -0.251699942700566 -0.552292474268644 -0.981095412576859 -0.106897945753392 0.806059147222071 0.816308857578495 0.152205278908331 0.681154230620731 -0.0942513448103993 0.714650379457363 1.71465402915774 0.314365591207213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
203,tanh(x),-1.40206697345503 -0.865466734547928 -1.1161417700692 -1.07925056830905 -0.908514170641928 -0.369661276562372 -0.264559656745806 -0.669971001468135 -0.266581652267788 -0.985337389069719 0.757434281151238 0.516147050673889 0.375374296566658 0.778554552372849 1.37411490122604 0.939833900963584 1.20443942916722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
204,sin(0.5x),-1.2450626045419 -0.82455662831258 -0.923659996598862 -1.13827962924846 -1.69264920149625 -0.906486051558518 0.0963451344564209 -0.538366815062294 -0.71352851701035 -0.994632733377939 0.319616003632119 -0.742051660381816 0.517084902782458 0.67698593922138 1.32920328363291 0.383343627234832 1.1322897084733 0.216047282601221 0.74364366976015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
204,tanh(x),-0.509271224533292 -1.24186524600299 -1.19822359987006 -0.74009748281865 -0.951497192310252 -0.566799514196391 -0.325663874353387 -0.817417686611849 0.499142585028563 1.0284824399565 1.46754846886864 1.00597240623936 0.724236116208116 0.305796825470143 0.435221962602723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
205,sin(0.5x),-1.62462019519186 -0.832142424969077 -0.784139592900815 -0.676780657561365 -0.69941600662988 -0.669263065619174 -0.635770720744223 -1.36271565823745 -0.551293838696187 -0.84187301013272 0.443427374856719 -0.0736820716459347 0.726502760863043 -0.452981910801944 0.27779792456738 1.44856947454672 0.599713093711232 0.938109848357889 0.655638172194572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
205,tanh(x),-1.616148817963 -1.04198560244658 -0.913354957197098 -1.05237477540568 -1.24354541550895 -0.80770160829858 -2.09875459414909 -1.16756357554534 -0.953230771988152 0.921792549901638 0.227230873501042 0.875511060270681 0.417953318835675 1.46461830250236 0.967247450093709 0.212972336179345 2.11480619005273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
206,sin(0.5x),-0.804205814669782 -0.0622275159964548 -0.196686971828881 -0.487132531494657 -1.34924349502771 -1.17691630032566 -0.662840109327145 -0.163747833261052 0.223853799587946 0.840994387060903 0.806305081632077 1.26214091762851 1.24810252994887 0.0208612288093726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
206,tanh(x),-1.14839256947661 -1.43182288855599 -1.76578212830054 -1.07006759358628 -0.474311766237548 -0.83359752502096 -0.283339945694959 -0.0558896858259594 0.687837108430071 0.594292385063022 0.678278273248788 0.386082055256568 0.90087998995624 0.462312080292043 1.57806165111547 1.39083456168054 1.83570618073599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
207,sin(0.5x),-0.176103387873623 -1.04944203921186 -1.13325839352154 -0.194089855146651 -0.914683649084097 0.500884407020623 -1.2221051163744 0.414777239631596 0.0198044954522559 0.514285471888901 1.25040631893958 -0.113931162352926 0.639053488049358 1.34350030936711 0.59883132135067 1.14788964018244 1.53894340693882 1.17336282698602 0.910240549336729 0.676140853127393 0.535697340139301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
207,tanh(x),0.641273884428106 -2.06488305790793 -1.58175163474215 -1.24934032678463 -0.672927559237517 -0.444876469180871 -0.425733466606866 -1.17527409012492 0.434879884087238 0.0100135452300449 0.444276287169807 0.540571807014316 0.862281538535495 1.32188657037742 0.846988844326397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
208,sin(0.5x),-0.998070481521384 -1.0714911631086 -1.26624069979359 -0.724950090958025 -1.79352378684518 -0.424441667625293 -0.521769042789944 -1.17070815936042 0.76932780982154 -1.02459962995295 0.980933748178357 1.49722330998929 0.657466136740466 0.82507981417838 0.829622141756995 1.37052090781944 0.959858731890694 0.278059122869889 0.371459077575707 1.35246563086883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
208,tanh(x),0.464633365537708 -1.01578311390718 -0.553974655755379 -0.643679782929986 -1.22767204181453 0.0425252193763328 -2.02175110507323 -1.62925778950283 -1.30073679450131 -0.404873176712504 -0.400248999945143 -0.210654849129394 0.136193143102443 0.997882321241522 1.51194431012332 0.984960598014032 0.696195009006743 1.25196610394096 0.603472666056755 0.337443286896651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
209,sin(0.5x),-1.32738496091985 -1.37241845776486 -0.984693560812911 -1.17724597369069 -0.974844623146825 -0.243548342386327 0.305140918456681 -0.00633010436146775 0.4386732637724 -1.1308519679517 0.0262624388669217 0.395821135624462 1.08664164472192 -0.367706290607803 1.31073872506019 0.657605549194147 0.154451122921953 1.1661706128159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
209,tanh(x),-1.17572539701317 -0.78109019676268 -1.16989457791304 -1.0762008606024 -0.728161026647516 -0.957301046177929 -0.530064311926421 -0.329624049640277 0.046805424275685 1.21866025613876 0.54468907142907 0.559674768085158 0.981868247077594 0.907549764551895 1.12634482339603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
210,sin(0.5x),-0.741357878837386 -0.384796102163042 -0.608016392941712 -1.37902344065083 -0.71657527394554 -0.504637684861411 0.172090557044845 -0.314456128973833 0.0476697561738349 -0.174785970214377 -0.229222240094813 0.280283463741359 0.558924695937779 0.339698411756277 1.19882783164417 0.288637811790189 0.824568764276786 0.597145211727978 1.49980255812017 0.85439919776165 1.04310591734135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
210,tanh(x),-1.10823467703729 -1.36553084673918 -0.413235516652943 -0.590463641209207 -0.0737198437196258 0.413343853432059 -0.465345086341122 1.10629370193309 0.293656576396949 0.0834439098854619 1.40652172752973 0.633053473178517 0.628791660549451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
211,sin(0.5x),0.318258432870591 -1.04576038471643 -0.573799372564949 -0.530998636197029 -1.56983924335126 -1.63693515710117 -0.666077778279608 -0.630114338293282 -0.607659597658747 -1.29401643304773 0.0371725169634848 0.445588647642955 0.519577523646929 0.98601955398424 0.0460228206336042 1.01384495322481 -0.0186776705396894 0.902962206062442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
211,tanh(x),-1.80431139378668 -0.946596949196132 -0.851485440576199 -1.57766348571958 -1.74323818660538 -0.833707561500008 0.413831966004428 1.1364954009476 0.949819828647825 1.608883259348 0.504590446450466 1.15009544942811 0.431477693889216 1.00311877468507 1.25920615001268 1.04004603916081 0.47845913552092 1.03396280373408 1.60122761018678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
212,sin(0.5x),-0.856755694872099 0.0187331691029944 -1.04283877630951 -1.05899813438037 -1.56181139329158 -0.607686131360421 -0.510829122999205 -1.14556071687148 -0.448839442206149 0.503883866189013 -0.146164773085635 -0.0576057416709902 0.921277045090106 1.3612928847574 0.422851211516584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
212,tanh(x),-0.780848717901373 -0.326882454199121 -1.04820708613569 -1.31219155749423 -1.10094673920618 -1.14141408316238 -1.06136103879749 0.22295598767783 0.00570197021111557 0.983751595645345 0.840332272373964 0.249675166630546 1.89734004708991 1.48003696791142 0.786064130930248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
213,sin(0.5x),-0.862041935324096 -1.16482564735436 -1.09745031106104 0.862689381878923 -0.221391654242128 -1.69409286139481 0.58970686398901 0.0328179205668253 -0.447347231870694 1.00803502390281 0.450537118188238 0.924819746364752 1.63290498369854 0.934808997689167 -0.267469469498631 1.22986949181141 1.04962407596586 0.987818619596866 0.192321683726958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
213,tanh(x),-0.203688490998675 -0.850628868761527 -1.67609504086884 -1.12711001054212 -0.706454583261016 -1.53615462608955 -0.575660301595084 -0.870674606985369 -0.572773144349774 -0.775543314557775 0.671377985668963 0.208511653705983 1.87592161917638 0.747594168335358 0.940711986472937 1.98081676344797 1.57510024697213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
214,sin(0.5x),-0.618650397853385 -0.576754058699074 -0.838985784453588 -0.725633804896545 -0.0945429985134628 -0.441177241683076 0.753661297183575 0.445774756038804 -0.135878168854172 0.889075311833801 2.04068651376905 1.7973810716434 0.768749962592378 0.615480207083524 1.5065193810672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15
214,tanh(x),-0.481095790497036 -1.08211982770625 -1.68671550665305 -0.635168426768631 -0.0222266712445739 -1.72545591125568 -0.691938924819946 -0.208345583591161 0.224283559083972 0.515631218516696 0.642328664784163 1.27920772131631 1.76412475148448 2.21119515783642 0.926023323518256 1.26352108590149 0.331210350578868 0.608539283276599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
215,sin(0.5x),-1.50858617231428 -1.34426608186638 -0.995422044352546 -1.3374324852855 -1.11122973614108 -1.50381384188789 -0.751902497833076 -0.475400915257543 0.344053042526314 0.0857118892806786 -0.526757222558469 -0.507367999247323 0.514869082015183 0.0150233009309999 -0.0564059212654304 1.34948147665212 0.502446841064921 0.411004658589001 0.692352622552498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
215,tanh(x),-1.29647014998699 -0.454006482348424 -0.342768039838521 -0.521327205863744 -0.733098278664598 0.941862423159979 0.0119237956080425 1.95378229884343 0.973614836287847 2.19665643074671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10
216,sin(0.5x),-0.465070622539614 -0.215690445192672 -1.74445384591341 -1.01183972672867 -1.39813234250436 -0.0495792895953386 -1.16576952110413 -1.05040380784358 -0.580540158097006 -1.27866773844303 0.206985145369229 0.516755859691144 -0.0883567573535619 0.0951825013676404 0.652431879625003 0.698891275190637 0.697639589158694 1.3972409513146 0.920355439962368 1.72128110870716 1.63239082520518 0.765983791245996 1.38329285748829 -0.0697558018522245 0.454116856842547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25
216,tanh(x),-1.60562630291997 -1.37976825118401 -0.598182583766259 0.370766057620557 -0.444179391769742 -0.711462874280914 -1.05527311357899 -1.37080311829991 0.446587321657317 0.760811738817509 0.53245694107021 0.781988154303377 0.334961078159769 1.99564914853241 1.28235537867716 1.71025295021755 1.04367347592134 1.0529123156492 -0.49647002050576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
217,sin(0.5x),-1.8650193618159 -1.69337771819441 -0.978975894942839 -0.532571864175578 -1.97212566851915 -0.991004202888971 -0.863272233080863 -1.01717737021757 0.0190679721557609 0.0951181621632265 0.913944667783751 0.161173833136491 0.262705938647608 0.636004760048053 0.902785914097132 1.26987411315494 0.920164863628768 1.1874376340649 0.524741024721906 1.11471335857777 0.925459859199352 0.327910621610998 0.641251038199174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
217,tanh(x),-0.920879844955793 -2.01600327028792 -0.292991256214931 -1.35517591800191 -1.14112358829026 -0.613860332119161 -0.839992882392522 -0.565165862484058 0.701142816996028 -0.207475271431137 0.43701973307417 0.920066530316385 1.28912223037444 0.763408564963731 0.676058505696724 1.04934408082372 1.23159915407883 0.892047970112028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
218,sin(0.5x),-1.14992225114307 -0.548696391466679 -2.90045510020804 -1.63922366233411 -0.703846636805064 -1.37786170982891 -1.25595455095915 -0.264700044580997 0.225743604619492 0.954168434314808 0.335280404865476 0.471357982379497 -0.855417560528727 1.15129243269827 0.767195395470758 0.616042677790674 0.992097556555395 2.24956294480763 0.527338959701624 0.884080782748703 1.32447226820081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
218,tanh(x),-1.33421042068819 -1.3488674802361 -1.77518351148315 -0.923186587484321 -1.46401073067647 -0.879603504462442 -1.12482429718203 0.0100780712167237 -0.20479204206316 0.0852261672130937 -0.110696489912033 1.00323635242895 1.60325978684924 1.23805072251699 1.33331490512178 0.699461299647085 0.323777866762245 0.977340315134005 0.928141735320915 1.20450851380006 0.957236974786347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
219,sin(0.5x),-0.612569212419012 -0.216860372389602 -0.937999275255539 -0.883413327872665 -0.201100911589048 -0.719267319286957 0.356197138162829 -0.672923414921953 0.493113520895532 0.728099024227382 1.28698347356982 1.26779702835872 1.39179860796634 1.19451087956281 0.906926810850781 0.777444495000777 2.16760526342097 1.09976295979868 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
219,tanh(x),-0.5095225922044 -0.533693531657044 -1.04149423649779 -1.23387703287026 -1.50702986372841 -1.64575473145668 -0.118656157283679 -0.5246455930971 -0.847961687944188 -1.32334691907441 -0.968542850685287 -0.0451981916626694 0.767570853715431 0.506079913919909 0.542275388916103 1.15671172174551 0.96858443790543 1.41530985165663 1.08984779744044 0.873274830661398 1.20557662503021 1.08246514906175 0.171830134726682 1.23091063010471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24
220,sin(0.5x),-0.678069237832295 -0.197730976937748 -1.09653864211128 -1.20755311540361 -1.35837968527168 -0.817729188309101 -1.32504225301899 -1.45885825189616 -1.0425258863775 -0.116882859532644 -0.20320182069494 0.709203844570605 0.172227252296253 0.0684441510521857 0.401123819093653 1.42256897372939 0.793701534393221 0.220405752316348 1.18329924653747 0.559034558847233 0.764818762706345 1.70380097634782 -0.487965326716415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
220,tanh(x),-0.699257629685217 -0.897077204335502 -0.76438532991834 -1.25707341603218 -1.41511483906359 -0.384715328481072 -0.963034147544859 -0.700798594755825 -0.0822542947031791 0.173638329896704 0.327790645402974 1.13576524166298 0.564156676070922 0.381946161024304 0.808609400113395 1.05655996656104 1.18798700107382 1.25877424451758 1.67123452455835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
221,sin(0.5x),-0.56003670327431 -0.915518224067978 -0.649332431267666 -0.556113184963404 -1.37830821154569 -1.29793474788237 -1.58963901609286 -0.674789511614236 -1.327971437747 -0.287115636214893 -0.267796991286714 0.728749362169698 0.801227836711378 1.34411369042493 0.896587317336272 1.52728829728939 0.137278304273033 1.31665873258115 0.971794551987249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
221,tanh(x),-0.788804065226662 -0.912866735583952 -1.43332545683088 -0.589066360260811 -1.28873065365028 -1.84350973854869 -0.40411864734572 0.0600597342045724 0.331064859742132 0.9949268430314 0.67828123100496 0.769440739802813 0.780800770068649 0.633842387036317 1.69888092544974 1.21201337374974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16
222,sin(0.5x),-0.707114514700059 -0.371205639602334 -0.572624670598738 -1.4817693516367 -1.35060428722541 -0.992235836638225 -0.963810944151388 -0.704277303409886 -0.628202315190649 -0.119532887963085 0.137680303767757 0.292592523410276 1.33139413270785 0.725119392797459 0.9360128429232 1.16504599353367 0.312958253977461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
222,tanh(x),-0.694910787553766 -1.2190917734176 -0.383056798020768 -1.33849651727694 -0.741432695230752 -1.51810909896675 -1.63279732344642 -1.19464763857855 -1.42383157554761 -0.213955257831528 -0.34795568261321 0.485328779223972 0.93541495297521 1.2540045141403 1.54207329523688 2.05161984466053 0.691384530497021 -0.181846003179404 1.06322242151077 1.22321412716299 1.54164190429916 1.57305995760583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
223,sin(0.5x),-0.707819961409739 -0.829790620971217 -0.56004344249157 0.449111035771031 -1.03881037265933 0.0253827459193759 -0.21080246783095 0.74188879750158 0.524531271655743 1.7979432027339 0.638774882957419 0.52550691226231 0.870943808639662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13
223,tanh(x),-1.71434657037072 -1.18765330961122 -1.51277410661312 -0.729505195285325 -0.98261887062022 -1.05200174652969 -0.669721623408521 -0.843067723784253 0.929247050436539 -0.169687826582284 0.51953481717134 1.70398852542406 0.956372184817618 0.96894237275867 0.903790249091314 1.42063405647883 1.00023135737432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
224,sin(0.5x),-0.055370269191113 -1.16847335089045 -0.173567856455896 -0.986891525653012 -1.35359490652898 -0.545041848420857 -0.645602005852811 -0.772406032579301 -0.491451034447814 -0.989289335685804 -0.943946601205904 0.4931009359017 0.844727985476486 -0.431324885701779 0.533045093968843 1.22158556488819 1.09957763983197 1.20451988017143 1.27501919379612 0.968489270028534 0.645664376129176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
224,tanh(x),-1.29936457663949 -0.949849232989044 -1.88343449184958 -0.156293352477821 -1.39045667250762 -0.626928779464979 -0.764347982636455 -1.2381723978957 -0.325617647582255 0.158449971427241 -0.300045798260181 1.38277251379394 1.38346173372501 1.23069223333385 1.19948763374021 1.23997336164921 0.903463479966586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
225,sin(0.5x),-0.973194548632124 -2.33051072669366 -1.62460991742718 -1.11434775792152 -1.19072611868743 -1.2243901475836 -2.16941442996468 -0.301904926020959 -0.45169418303435 -0.626208781128302 -0.18290887835778 0.174412801548973 0.5074824045323 0.798866396202439 0.685848405064648 1.95390935852218 0.882068071753247 1.0140207041582 0.795508810330705 1.67981842078698 0.3222641790345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21
225,tanh(x),-0.833373430697737 -0.298192977326174 -1.30637868855932 -0.750282503553809 -0.24116014106571 -0.670224247205925 -1.64198012356987 -1.12850040398977 -1.40755892304734 -0.104406494427093 0.0434018974330296 0.976948685784598 1.23565210365111 0.738075087688387 1.19049351404161 0.730497958314492 1.48144280775019 0.893026023914284 1.32911549857931 0.553885909704928 0.905178757187687 1.16530078500991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22
226,sin(0.5x),-1.35339083721857 -1.09184236276459 -1.45540801352622 -0.885465956492665 -0.517865141520383 -1.16777385509116 -0.963542278082872 -1.06813461877225 -0.611307986003933 0.455401952018369 0.659008710185657 1.29897455192915 0.179311451666053 0.759845899068685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14
226,tanh(x),-0.917658631295405 -0.764065183844363 -0.900385474007646 -0.550166911738695 -1.68356387445229 -0.899699150393514 -0.796118817614441 -0.956713634637837 0.956888448025804 0.648087874613419 -0.0870900586072336 0.43716940183832 0.742338712938761 0.596902364108336 0.261084139598865 1.04486946418607 0.916191933108429 2.4196870878881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18
227,sin(0.5x),-1.33180977169277 -0.477647706774096 -0.667452563334299 -0.448781310168018 -2.00595106618044 -0.254616720948367 -0.423495240024863 0.171900572369047 -0.047630445015617 0.278166189162579 0.138058351042266 0.579996238398146 -0.0889377033926509 0.684028774367414 0.655683731607375 1.47960193657536 0.222387218367626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,17
227,tanh(x),-0.348573349066713 -0.575469912018544 -0.77037280192472 -0.285285141579114 -0.855955419525996 -0.928215832055187 -1.76853130513792 -0.799691337660555 -1.04295897721521 -0.22352381813083 -0.869693497175033 -0.0245187395633074 0.386753531149741 1.7429112192395 0.388615649616145 1.10954436350705 2.28397829475266 0.367623507476455 0.632837526648967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19
228,sin(0.5x),-0.932068683480044 -1.28393515675761 -0.316179429477326 -0.834745318614152 -0.0490119678683473 -0.840678386886148 -0.545894375713037 -0.951209519219583 -1.48167927090193 -0.0141053225388377 -0.598007467694547 -0.379473547642387 0.250849050193207 -0.373082907147787 -0.0554284190800951 0.0103337117260418 1.03943755597242 0.278954632078606 0.740351877237367 0.920538996618032 0.337082027003331 0.494779125391581 0.518821068015355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23
228,tanh(x),-0.995966727122806 -0.969869054637094 -1.23948791148908 -0.92231628091682 -0.533700004430288 -0.897792841759224 -0.80095650998983 -1.66524379745443 -0.345953870459561 -1.01268977134485 0.688330680937753 1.29279380192168 1.94124871573766 1.26868298409747 0.720571947476616 1.83689751181261 1.08300716474216 0.785885616647786 1.16064198590866 0.813870090828444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20
